scenario,search_location,hotel_name,stars_clean,district,address,room_class,room_type,bed_class,bed_type,rooms,final_price,original_price,discount_percent,rating_clean,review_count,location_clean,distance_km,free_cancel_bool,breakfast_bool,badge_clean,adults,children,total_guests,check_in
Random_6A_1C_4R_Ages(7),Ho Chi Minh,2br-Vibrant Home-Sunrise North-D7-Hana's Apart,3,Quận 7,"Quận 7, TP. Hồ Chí Minh",Family/Large,Căn hộ Gia đình 2 Phòng ngủ,Double/Large,"6 giường (2 giường sofa, 4 giường đôi lớn)",4,6000000,6000000,0,4,3,,3.6,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,3 beans Hotel,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi cực lớn,1,500000,500000,0,7.1,103,,1.3,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,3 beans Hotel,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng 3 Người,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",1,600000,600000,0,7.1,103,,1.3,0,0,No Deal,3,0,3,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,3 beans Hotel,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Family/Large,Phòng Gia Đình Có Ban Công,Double/Large,2 giường đôi lớn,1,700000,700000,0,7.1,103,,1.3,0,0,No Deal,4,0,4,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,3 beans Hotel,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi cực lớn,2,1000000,1000000,0,7.1,103,,1.3,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,3 beans Hotel,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi cực lớn,2,1100000,1100000,0,7.1,103,,1.3,0,0,No Deal,5,0,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,3 beans Hotel,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi cực lớn,2,1200000,1200000,0,7.1,103,,1.3,0,0,No Deal,4,2,6,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,3 beans Hotel,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,3 giường đôi cực lớn,3,1500000,1500000,0,7.1,103,,1.3,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,3 beans Hotel,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,4,2050000,2050000,0,7.1,103,,1.3,0,0,No Deal,6,1,7,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,3 Phòng Ngủ Vinhome Central Park,0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,3 giường đôi lớn,2,3000000,3000000,0,,,,3.1,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Vung Tau,"3 phòng View Biển,Ngọn Hải Đăng-Căn Hộ OASKY Vũng Tàu",5,Vung Tau,Vũng Tàu,Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"6 giường (4 giường đôi rất lớn, 2 giường sofa)",4,1350000,1350000,0,7.5,10,,1.2,0,0,No Deal,6,1,7,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,3bedroom - Tresor district 4 - Nice view,3,Quận 4,"Quận 4, TP. Hồ Chí Minh (Bach Dang Riverside)",Family/Large,Căn hộ 3 Phòng ngủ - Tầng cao,Double/Large,3 giường đôi lớn,2,2800000,2800000,0,1,1,,1.1,0,0,No Deal,5,0,5,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,3Br Landmark 2 Vinhome Central Park,0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,3 giường đôi lớn,2,3500000,3500000,0,,,,3,0,0,No Deal,5,0,5,12/23/2025
Random_1A_0C_1R,Vung Tau,3H GRAND HOTEL Vũng Tàu,4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng 2 Giường Đơn Nhìn Ra Núi,Single/Twin,Phòng 2 Giường Đơn Nhìn Ra Núi,1,257112,257112,0,9.3,211,9.3,1.9,0,0,No Deal,1,0,1,12/23/2025
Random_2A_0C_1R,Vung Tau,3H GRAND HOTEL Vũng Tàu,4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng 2 Giường Đơn Nhìn Ra Núi,Single/Twin,Phòng 2 Giường Đơn Nhìn Ra Núi,1,280488,467480,40,9.3,211,9.3,1.9,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Vung Tau,3H GRAND HOTEL Vũng Tàu,4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Nhìn Ra Núi,Double/Large,Phòng Giường Đôi Nhìn Ra Núi,1,280488,467480,40,9.3,211,9.3,1.9,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Vung Tau,3H GRAND HOTEL Vũng Tàu,4,Vung Tau,Vũng Tàu,Family/Large,Phòng Gia đình nhìn ra Núi,Double/Large,2 giường đôi lớn,1,487805,813008,40,9.3,211,9.3,1.9,0,0,Ưu Đãi Cuối Năm,3,0,3,12/23/2025
Random_6A_1C_4R_Ages(7),Vung Tau,3H GRAND HOTEL Vũng Tàu,4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng 2 Giường Đơn Nhìn Ra Núi,Single/Twin,Phòng 2 Giường Đơn Nhìn Ra Núi,4,768293,1280488,40,9.3,211,9.3,1.9,0,0,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_5A_0C_3R,Vung Tau,3H GRAND HOTEL Vũng Tàu,4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Nhìn Ra Núi,Double/Large,Phòng Giường Đôi Nhìn Ra Núi,3,768293,1280488,40,9.3,211,9.3,1.9,0,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,429 Lilyshouse in city center,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi,1,668880,836100,20,7.5,2,,0.7,0,1,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,44H Đinh Công Tráng,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,2 giường đôi,1,1600000,1600000,0,5.5,2,10,1.8,0,0,No Deal,4,0,4,12/23/2025
Random_1A_0C_1R,Vung Tau,5 homestay central,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng 4 Người Có Ban Công,Double/Large,2 giường đôi,1,204750,315000,35,,,,1.2,0,0,No Deal,1,0,1,12/23/2025
Random_2A_0C_1R,Vung Tau,5 homestay central,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng 4 Người Có Ban Công,Double/Large,2 giường đôi,1,234000,360000,35,,,,1.2,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Vung Tau,5 homestay central,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,1,234000,360000,35,,,,1.2,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Vung Tau,5 homestay central,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng 4 Người Có Ban Công,Double/Large,2 giường đôi,1,263250,405000,35,,,,1.2,0,0,No Deal,3,0,3,12/23/2025
Random_4A_0C_1R,Vung Tau,5 homestay central,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng 4 Người Có Ban Công,Double/Large,2 giường đôi,1,292500,450000,35,,,,1.2,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Vung Tau,5 homestay central,0,Vung Tau,Vũng Tàu,Family/Large,Phòng Gia Đình Có Ban Công,Double/Large,3 giường đôi,2,368550,567000,35,,,,1.2,0,0,No Deal,5,0,5,12/23/2025
Random_6A_0C_3R,Vung Tau,5 homestay central,0,Vung Tau,Vũng Tàu,Family/Large,Phòng Gia Đình Có Ban Công,Double/Large,3 giường đôi,3,409500,630000,35,,,,1.2,0,0,No Deal,6,0,6,12/23/2025
Random_6A_1C_4R_Ages(7),Vung Tau,5 homestay central,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng 4 Người Có Ban Công,Double/Large,4 giường đôi,4,555750,855000,35,,,,1.2,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Vung Tau,59 Nguyễn Hiền Phòng ban công có một giường,0,Vung Tau,Vũng Tàu,Family/Large,Phòng Gia Đình,Double/Large,1 giường đôi lớn,1,240000,300000,20,,,,1.7,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Vung Tau,59 Nguyễn Hiền Phòng ban công có một giường,0,Vung Tau,Vũng Tàu,Family/Large,Phòng Gia Đình,Double/Large,2 giường đôi lớn,1,480000,600000,20,,,,1.7,0,0,No Deal,3,0,3,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,5H Garden,3,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Apartment/Studio,Studio Tiêu Chuẩn,Double/Large,1 giường đôi,1,850500,945000,10,8.5,241,,3.7,1,0,No Deal,2,0,2,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,5H Garden,3,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ Có Ban Công,Double/Large,1 giường đôi,2,1782000,1980000,10,8.5,241,,3.7,1,0,No Deal,4,0,4,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,5H Garden,3,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 2 Phòng Ngủ,Double/Large,2 giường đôi,1,1863000,2070000,10,8.5,241,,3.7,1,0,No Deal,3,0,3,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,5H Garden,3,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Apartment/Studio,Studio Tiêu Chuẩn,Double/Large,1 giường đôi,2,2713500,3015000,10,8.5,241,,3.7,1,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,5H Garden,3,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ Có Ban Công,Double/Large,1 giường đôi,4,3645000,4050000,10,8.5,241,,3.7,1,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Vung Tau,5-Homestay II,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,420000,420000,0,8,56,,0.9,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Vung Tau,5-Homestay II,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,840000,840000,0,8,56,,0.9,0,0,No Deal,3,0,3,12/23/2025
Random_5A_0C_2R,Vung Tau,5-Homestay II,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2,1260000,1260000,0,8,56,,0.9,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Vung Tau,5-Homestay II,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,4,1680000,1680000,0,8,56,,0.9,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,60 Inn Saigon,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,555750,617500,10,9,478,9.5,1,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,6even Apartments - Phố đi bộ Nguyễn Huệ,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Nguyen Hue Walking Street)",Standard/Superior,Phòng Có Giường Cỡ King,Double/Large,Phòng Có Giường Cỡ King,1,990000,1100000,10,8.8,52,9.4,0.5,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Vung Tau,84 Trần Phú Căn hộ,4,Vung Tau,Vũng Tàu,Apartment/Studio,Căn Hộ Nhìn Ra Biển,Double/Large,"4 giường (1 giường đôi rất lớn, 1 giường sofa, 2 nệm futon)",1,1800899,1800899,0,,,,3,0,0,No Deal,2,0,2,12/23/2025
Random_6A_1C_4R_Ages(7),Vung Tau,84 Trần Phú Căn hộ,4,Vung Tau,Vũng Tàu,Apartment/Studio,Căn Hộ Nhìn Ra Biển,Double/Large,"8 giường (2 giường đôi rất lớn, 2 giường sofa, 4 nệm futon)",4,3601798,3601798,0,,,,3,0,0,No Deal,6,1,7,12/23/2025
Random_3A_0C_1R,Vung Tau,846B50 BÌNH GIÃ,0,Vung Tau,Vũng Tàu,Family/Large,Phòng Gia Đình,Double/Large,"2 giường (1 giường đôi, 1 giường đôi lớn)",1,330000,330000,0,9.1,40,,6.7,0,0,No Deal,3,0,3,12/23/2025
Random_6A_1C_4R_Ages(7),Vung Tau,846B50 BÌNH GIÃ,0,Vung Tau,Vũng Tàu,Family/Large,Phòng Gia Đình,Double/Large,"2 giường (1 giường đôi, 1 giường đôi lớn)",4,1110000,1110000,0,9.1,40,,6.7,0,0,No Deal,6,1,7,12/23/2025
Random_1A_0C_1R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,1,150000,150000,0,1.4,13,,6.7,0,0,No Deal,1,0,1,12/23/2025
Random_2A_0C_1R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,1,196635,196635,0,1.4,13,,6.7,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,1,266588,266588,0,1.4,13,,6.7,0,0,No Deal,3,0,3,12/23/2025
Random_2A_0C_2R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,2,300000,300000,0,1.4,13,,6.7,0,0,No Deal,2,0,2,12/23/2025
Random_4A_0C_1R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,1,336541,336541,0,1.4,13,,6.7,0,0,No Deal,4,0,4,12/23/2025
Random_4A_0C_2R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,2,393270,393270,0,1.4,13,,6.7,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,2,463223,463223,0,1.4,13,,6.7,0,0,No Deal,5,0,5,12/23/2025
Random_4A_0C_3R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,3,496635,496635,0,1.4,13,,6.7,0,0,No Deal,4,0,4,12/23/2025
Random_4A_2C_2R_Ages(9_7),Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,2,533176,533176,0,1.4,13,,6.7,0,0,No Deal,4,2,6,12/23/2025
Random_5A_0C_3R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,3,543270,543270,0,1.4,13,,6.7,0,0,No Deal,5,0,5,12/23/2025
Random_6A_0C_3R,Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,3,589905,589905,0,1.4,13,,6.7,0,0,No Deal,6,0,6,12/23/2025
Random_6A_1C_4R_Ages(7),Vung Tau,846E16homestay,0,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,4,739905,739905,0,1.4,13,,6.7,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,9 Hostel and Bar,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi,1,484750,484750,0,8.2,2381,,1.1,1,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,9 Hostel and Bar,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi,2,777068,1253335,38,8.2,2381,,1.1,0,0,No Deal,2,0,2,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,9 Hostel and Suites,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Giường Đơn trong Phòng ngủ tập thể Nam,Single/Twin,Giường Đơn trong Phòng ngủ tập thể Nam,1,186124,300200,38,7.9,1973,,0.9,0,0,No Deal,1,0,1,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,9 Hostel and Suites,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Giường Đơn trong Phòng ngủ tập thể Nam,Single/Twin,Giường Đơn trong Phòng ngủ tập thể Nam,2,372248,600400,38,7.9,1973,,0.9,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,9 Hostel and Suites,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Hạng Bình Dân,Double/Large,Phòng Giường Đôi Hạng Bình Dân,1,509488,509488,0,7.9,1973,,0.9,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,9 Hostel and Suites,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Giường Đơn trong Phòng ngủ tập thể Nam,Single/Twin,Giường Đơn trong Phòng ngủ tập thể Nam,1,836162,1348649,38,7.9,1973,,0.9,0,0,No Deal,3,0,3,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,9 Hostel and Suites,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Hạng Bình Dân,Double/Large,Phòng Giường Đôi Hạng Bình Dân,3,1022286,1648849,38,7.9,1973,,0.9,0,0,No Deal,4,0,4,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,9 Hostel and Suites,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Hạng Bình Dân,Double/Large,Phòng Giường Đôi Hạng Bình Dân,1,1300076,2096898,38,7.9,1973,,0.9,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,9 Hostel and Suites,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Giường Đơn trong Phòng ngủ tập thể Nam,Single/Twin,Giường Đơn trong Phòng ngủ tập thể Nam,2,1486200,2397098,38,7.9,1973,,0.9,0,0,No Deal,5,0,5,12/23/2025
Random_6A_0C_3R,Ho Chi Minh,9 Hostel and Suites,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Superior Deluxe,Double/Large,1 giường đôi,3,2009208,3240660,38,7.9,1973,,0.9,0,0,No Deal,6,0,6,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,9 Hostel and Suites,0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Giường Đơn trong Phòng ngủ tập thể Nam,Single/Twin,Giường Đơn trong Phòng ngủ tập thể Nam,4,2195332,3540860,38,7.9,1973,,0.9,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Vung Tau,"91 Homestay, Cafe, Bonsai",4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Có Giường Cỡ King Với Ban Công,Double/Large,Phòng Có Giường Cỡ King Với Ban Công,1,750000,750000,0,9.2,20,,0.4,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Vung Tau,"91 Homestay, Cafe, Bonsai",4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Có Giường Cỡ King Với Ban Công,Double/Large,Phòng Có Giường Cỡ King Với Ban Công,1,1500000,1500000,0,9.2,20,,0.4,0,0,No Deal,3,0,3,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,99 Bui Vien Hotel (Boutique),2,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Presidential/Suite,Suite Tiêu Chuẩn,Double/Large,3 giường đôi lớn,3,1294773,1294773,0,7.6,303,,1.2,1,0,No Deal,4,0,4,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,99 Bui Vien Hotel (Boutique),2,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Presidential/Suite,Suite Tiêu Chuẩn,Double/Large,2 giường đôi lớn,2,1296000,1296000,0,7.6,303,,1.2,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,99 Bui Vien Hotel (Boutique),2,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Presidential/Suite,Suite Tiêu Chuẩn,Double/Large,3 giường đôi lớn,3,1944000,1944000,0,7.6,303,,1.2,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,99 Bui Vien Hotel (Boutique),2,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Presidential/Suite,Suite Junior,Single/Twin,2 giường đơn,4,3024000,3024000,0,7.6,303,,1.2,0,0,No Deal,6,1,7,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,9TRIP STAY in Soho Residence - Service Apartment,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio Có Ban Công,Double/Large,1 giường đôi lớn,1,1371617,1371617,0,8,305,,1.5,0,0,No Deal,1,0,1,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,9TRIP STAY in Soho Residence - Service Apartment,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio Có Ban Công,Double/Large,1 giường đôi lớn,1,1736111,4340278,60,8,305,,1.5,1,0,No Deal,1,0,1,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,9TRIP STAY in Soho Residence - Service Apartment,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Căn Hộ 3 Phòng Ngủ Có Ban Công,Double/Large,3 giường đôi lớn,1,3188509,3188509,0,8,305,,1.5,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,9TRIP STAY in Soho Residence - Service Apartment,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Căn Hộ 3 Phòng Ngủ Có Ban Công,Double/Large,3 giường đôi lớn,1,3291933,3291933,0,8,305,,1.5,0,0,No Deal,2,0,2,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,9TRIP STAY in Soho Residence - Service Apartment,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Căn Hộ 3 Phòng Ngủ Có Ban Công,Double/Large,3 giường đôi lớn,4,4166667,10416667,60,8,305,,1.5,1,0,No Deal,6,1,7,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Ho Chi Minh,9TRIP STAY in Soho Residence - Service Apartment,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio Có Ban Công,Double/Large,1 giường đôi lớn,2,5902778,14756945,60,8,305,,1.5,1,0,No Deal,2,3,5,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,A In Hotel Del Luna,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi cực lớn,1,955026,955026,0,8.4,386,,1.3,0,1,No Deal,2,0,2,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,A In Hotel Del Luna,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,1,1080000,1350000,20,8.4,386,,1.3,1,0,Ưu Đãi Cuối Năm,1,0,1,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,A In Hotel Del Luna,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,1,2160000,2700000,20,8.4,386,,1.3,1,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,A In Hotel Del Luna,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe,Double/Large,1 giường đôi cực lớn,2,3392000,4240000,20,8.4,386,,1.3,1,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,A In Hotel Del Luna,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe,Double/Large,2 giường đôi cực lớn,4,4624000,5780000,20,8.4,386,,1.3,1,0,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,A In Hotel Glamour,2,Tp. Hồ,TP. Hồ Chí Minh,Deluxe,Phòng Deluxe,Double/Large,1 giường đôi lớn,1,799945,941112,15,7.6,258,,4.1,0,0,No Deal,2,0,2,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,A In Hotel Glamour,2,Tp. Hồ,TP. Hồ Chí Minh,Deluxe,Phòng Deluxe,Double/Large,2 giường đôi lớn,2,1599890,1882224,15,7.6,258,,4.1,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,A In Hotel Glamour,2,Tp. Hồ,TP. Hồ Chí Minh,Deluxe,Phòng Deluxe,Double/Large,3 giường đôi lớn,2,2399835,2823336,15,7.6,258,,4.1,0,0,No Deal,5,0,5,12/23/2025
