room_id,hotel_id,room_name,price,area_m2,bed_type,max_occupancy,view,amenities
ROOM_011022,IVU_000028,Deluxe giường King,2420750,33 m²,Giường cũi của em bé (theo yêu cầu),2,Hướng City view,Hướng City view; 22 m²; Hướng City view; 22 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 45 m²; Hướng City view; 45 m²; Hướng City view; 33 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Tay nắm đòn bẩy trên cửa; Phòng tắm có lối đi thoai thoải; Phòng tắm có băng ghế tắm; Báo động trực quan; Ấm nước điện; Áo choàng tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Miễn phí sử dụng khu vực dịch vụ hành chánh; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Vải trải giường; Dép đi trong nhà; Cách âm; Dịch vụ báo thức; Rượu; Máy pha trà/cà phê; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Trái cây/đồ ăn vặt; Ấm nước; Tủ lạnh nhỏ trong phòng; Ly rượu vang; Bàn làm việc; Không gian làm việc cho máy tính xách tay; Cửa sổ có thể mở ra; Phòng khách riêng; Ghế sofa; Thùng rác; Cửa sổ; Sàn gỗ/gỗ miếng; Giá treo quần áo; Bộ kim chỉ; Bộ đánh giày; Máy giặt; Giường cũi của em bé (theo yêu cầu); Đầu báo khí CO; Điều hòa cá nhân; Két sắt trong phòng; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_011023,IVU_000028,Phòng Deluxe cao cấp 2 giường,2435750,33 m²,Vải trải giường,2,Hướng City view,Hướng City view; 22 m²; Hướng City view; 22 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 45 m²; Hướng City view; 45 m²; Hướng City view; 33 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Phòng tắm có lối đi thoai thoải; Phòng tắm có băng ghế tắm; Ấm nước điện; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Miễn phí sử dụng khu vực dịch vụ hành chánh; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Vải trải giường; Dép đi trong nhà; Dịch vụ báo thức; Rượu; Máy pha trà/cà phê; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Trái cây/đồ ăn vặt; Ấm nước; Tủ lạnh nhỏ trong phòng; Ly rượu vang; Ban công/sân hiên; Bàn làm việc; Không gian làm việc cho máy tính xách tay; Cửa sổ có thể mở ra; Ghế sofa; Cửa sổ; Giá treo quần áo; Bộ kim chỉ; Bộ đánh giày; Máy giặt; Đầu báo khí CO; Điều hòa cá nhân; Két sắt trong phòng; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_011024,IVU_000028,Phòng Premium Deluxe có Giường cỡ King,2435750,33 m²,Vải trải giường,2,Hướng City view,Hướng City view; 22 m²; Hướng City view; 22 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 45 m²; Hướng City view; 45 m²; Hướng City view; 33 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Phòng tắm có lối đi thoai thoải; Phòng tắm có băng ghế tắm; Ấm nước điện; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Miễn phí sử dụng khu vực dịch vụ hành chánh; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Vải trải giường; Dép đi trong nhà; Dịch vụ báo thức; Rượu; Máy pha trà/cà phê; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Trái cây/đồ ăn vặt; Ấm nước; Tủ lạnh nhỏ trong phòng; Ly rượu vang; Ban công/sân hiên; Bàn làm việc; Không gian làm việc cho máy tính xách tay; Cửa sổ có thể mở ra; Ghế sofa; Thùng rác; Cửa sổ; Giá treo quần áo; Bộ kim chỉ; Bộ đánh giày; Máy giặt; Đầu báo khí CO; Điều hòa cá nhân; Két sắt trong phòng; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_011025,IVU_000028,Suite,2457500,45 m²,Vải trải giường,2,Hướng City view,Hướng City view; 22 m²; Hướng City view; 22 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 45 m²; Hướng City view; 45 m²; Hướng City view; 45 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Phòng tắm có lối đi thoai thoải; Phòng tắm có băng ghế tắm; Ấm nước điện; Áo choàng tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Miễn phí sử dụng khu vực dịch vụ hành chánh; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Vải trải giường; Dép đi trong nhà; Dịch vụ báo thức; Rượu; Máy pha trà/cà phê; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Trái cây/đồ ăn vặt; Ấm nước; Bếp nhỏ; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Ly rượu vang; Bàn làm việc; Không gian làm việc cho máy tính xách tay; Cửa sổ có thể mở ra; Khu vực ăn uống riêng; Ghế sofa; Thùng rác; Cửa sổ; Máy sấy quần áo; Giá treo quần áo; Bộ kim chỉ; Bộ đánh giày; Máy giặt; Đầu báo khí CO; Điều hòa cá nhân; Két sắt trong phòng; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_011026,IVU_000028,Suite cao cấp,2797500,45 m²,Vải trải giường,2,Hướng City view,Hướng City view; 22 m²; Hướng City view; 22 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 33 m²; Hướng City view; 45 m²; Hướng City view; 45 m²; Hướng City view; 45 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Phòng tắm có lối đi thoai thoải; Phòng tắm có băng ghế tắm; Ấm nước điện; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Miễn phí sử dụng khu vực dịch vụ hành chánh; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Vải trải giường; Dép đi trong nhà; Dịch vụ báo thức; Rượu; Máy pha trà/cà phê; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Trái cây/đồ ăn vặt; Ấm nước; Bếp nhỏ; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Ly rượu vang; Ban công/sân hiên; Bàn làm việc; Không gian làm việc cho máy tính xách tay; Cửa sổ có thể mở ra; Khu vực ăn uống riêng; Ghế sofa; Thùng rác; Cửa sổ; Giá treo quần áo; Bộ kim chỉ; Bộ đánh giày; Máy giặt; Đầu báo khí CO; Điều hòa cá nhân; Két sắt trong phòng; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_012019,IVU_000029,Phòng Standard giường đôi,389000,18 m²,Ổ cắm điện gần giường,2,Hướng City view,Hướng City view; 18 m²; Hướng City view; 25 m²; Hướng City view; 22 m²; Hướng City view; 30 m²; Hướng City view; 18 m²; Phòng không hút thuốc; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Truy cập Internet - không dây; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Quạt; Vải trải giường; Dép đi trong nhà; Ổ cắm điện gần giường; Nước đóng chai miễn phí; Tủ lạnh; Bàn làm việc; Khu vực tiếp khách; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Được phép đưa thú cưng vào phòng; Đi lên bằng thang máy; Bình chữa cháy; Điều hòa cá nhân
ROOM_012020,IVU_000029,Phòng 4 người,569500,25 m²,Ổ cắm điện gần giường,2,Hướng City view,Hướng City view; 18 m²; Hướng City view; 25 m²; Hướng City view; 22 m²; Hướng City view; 30 m²; Hướng City view; 25 m²; Phòng không hút thuốc; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Truy cập Internet - không dây; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Vải trải giường; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Nước đóng chai miễn phí; Đồ dùng làm bếp; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Bàn làm việc; Khu vực tiếp khách; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Được phép đưa thú cưng vào phòng; Đi lên bằng thang máy; Điều hòa cá nhân; Không hút thuốc
ROOM_012021,IVU_000029,Phòng Cao Cấp Cho Hai Người,628500,22 m²,Ổ cắm điện gần giường,2,Hướng City view,Hướng City view; 18 m²; Hướng City view; 25 m²; Hướng City view; 22 m²; Hướng City view; 30 m²; Hướng City view; 22 m²; Phòng không hút thuốc; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Truy cập Internet - không dây; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Vải trải giường; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Nước đóng chai miễn phí; Đồ dùng làm bếp; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Bàn làm việc; Khu vực tiếp khách; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Được phép đưa thú cưng vào phòng; Đi lên bằng thang máy; Bình chữa cháy; Điều hòa cá nhân; Không hút thuốc
ROOM_012022,IVU_000029,Phòng Loại Sang Giường Đôi,913000,30 m²,Vải trải giường,2,Hướng City view,Hướng City view; 18 m²; Hướng City view; 25 m²; Hướng City view; 22 m²; Hướng City view; 30 m²; Hướng City view; 30 m²; Phòng không hút thuốc; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Truy cập Internet - không dây; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Vải trải giường; Dép đi trong nhà; Cách âm; Nước đóng chai miễn phí; Đồ dùng làm bếp; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Bàn làm việc; Khu vực tiếp khách; Ghế sofa; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Được phép đưa thú cưng vào phòng; Đi lên bằng thang máy; Bình chữa cháy; Điều hòa cá nhân; Không hút thuốc
ROOM_013019,IVU_000030,Phòng Cao Cấp Cho Hai Người,369500,10 m²,Vải trải giường,2,,10 m²; Phòng không hút thuốc; 15 m²; Phòng không hút thuốc; 10 m²; Phòng không hút thuốc; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Truyền hình cáp/vệ tinh; Điện thoại; TV; Wi-Fi [miễn phí]; Điều hòa; Vải trải giường; Dép đi trong nhà; Bàn làm việc; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Sàn gỗ/gỗ miếng; Không hút thuốc
ROOM_014019,IVU_000031,Căn hộ 1 phòng ngủ,894250,,Vải trải giường,,,Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Máy sấy tóc; Gương; Ấm nước điện; Nhà vệ sinh phụ; Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Truy cập Internet - không dây; Tiện nghi bể bơi; Truyền hình cáp/vệ tinh; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Nhân viên chăm sóc khách hàng; Quạt; Nước rửa tay; Ít gây dị ứng; Vải trải giường; Màn; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Cách âm; Tiện nghi BBQ; Máy pha trà/cà phê; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Bếp đầy đủ; Bếp nhỏ; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh; Ly rượu vang; Ban công/sân hiên; Thảm; Bàn làm việc; tầng cao; Khu vực tiếp khách; Khu vực ăn uống riêng; Phòng khách riêng; Ghế sofa; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Cửa sổ mở; Tủ quần áo; Máy sấy quần áo; Giá treo quần áo; Tiện nghi là/ủi; Máy giặt; Hành lang ngoài; Đi lên bằng thang máy; Đầu báo khí CO; Bình chữa cháy; Điều hòa cá nhân; Không hút thuốc; Căn hộ riêng trong tòa nhà; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_014020,IVU_000031,Căn Hộ 2 Phòng Ngủ,1131000,,Vải trải giường,,,Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Máy sấy tóc; Gương; Ấm nước điện; Nhà vệ sinh phụ; Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Nhà vệ sinh phụ; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Truy cập Internet - mạng LAN; Tiện nghi bể bơi; Truyền hình cáp/vệ tinh; Điện thoại; TV; TV [màn hình phẳng]; Điều hòa; Nhân viên chăm sóc khách hàng; Quạt; Nước rửa tay; Ít gây dị ứng; Vải trải giường; Màn; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Cách âm; Tiện nghi BBQ; Máy pha trà/cà phê; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Bếp đầy đủ; Bếp nhỏ; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh; Ly rượu vang; Ban công/sân hiên; Thảm; Bàn làm việc; Khu vực tiếp khách; Khu vực ăn uống riêng; Phòng khách riêng; Ghế sofa; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Cửa sổ mở; Tủ quần áo; Máy sấy quần áo; Giá treo quần áo; Tiện nghi là/ủi; Máy giặt; Hành lang ngoài; Đi lên bằng thang máy; Đầu báo khí CO; Bình chữa cháy; Điều hòa cá nhân; Không hút thuốc; Căn hộ riêng trong tòa nhà; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_014021,IVU_000031,Căn hộ 2 phòng ngủ hướng thành phố có 2 phòng tắm,1225000,,,,,Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Máy sấy tóc; Gương; Ấm nước điện; Nhà vệ sinh phụ; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Phòng tắm đứng; Truy cập Internet - không dây; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Lối đi riêng; Dép đi trong nhà; Tủ lạnh; Ban công/sân hiên; Thảm; Cửa sổ có thể mở ra; Khu vực tiếp khách; Phòng khách riêng; Ghế sofa; Sàn lát gạch/Sàn đá cẩm thạch; tầng thượng; Cửa sổ; Cửa sổ mở; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Hành lang ngoài; Đầu báo khí CO; Bình chữa cháy; Không hút thuốc
ROOM_014022,IVU_000031,Căn hộ 3 phòng ngủ,1724000,,Vải trải giường,,,Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Máy sấy tóc; Gương; Ấm nước điện; Nhà vệ sinh phụ; Ấm nước điện; Nhà vệ sinh phụ; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Internet mạng LAN trong phòng [miễn phí]; Tiện nghi bể bơi; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Nhân viên chăm sóc khách hàng; Quạt; Nước rửa tay; Ít gây dị ứng; Vải trải giường; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Cách âm; Tiện nghi BBQ; Bàn ăn; Nước đóng chai miễn phí; Bếp đầy đủ; Bếp nhỏ; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh; Ly rượu vang; Ban công/sân hiên; Thảm; Khu vực tiếp khách; Khu vực ăn uống riêng; Ghế sofa; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ mở; Tủ quần áo; Máy sấy quần áo; Giá treo quần áo; Tiện nghi là/ủi; Máy giặt; Hành lang ngoài; Đi lên bằng thang máy; Đầu báo khí CO; Biệt lập; Bình chữa cháy; Điều hòa cá nhân; Không hút thuốc; Căn hộ riêng trong tòa nhà; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_014023,IVU_000032,Superior 2 giường,1908333,26 m²,Ổ cắm điện gần giường,2,Hướng City view,Hướng City view; 26 m²; Hướng City view; 26 m²; Hướng City view; 38 m²; Hướng City view; 38 m²; Hướng City view; 38 m²; Hướng City view; 50 m²; Phòng không hút thuốc; Hướng City view; 26 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Cửa đóng tự động; Ấm nước điện; Áo choàng tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Miễn phí sử dụng khu vực dịch vụ hành chánh; Truy cập Internet - mạng LAN; Truy cập Internet - không dây; Internet mạng LAN trong phòng [miễn phí]; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Bộ chuyển đổi nguồn; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Nước rửa tay; Vải trải giường; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Dịch vụ báo thức; Trà miễn phí; Nước đóng chai miễn phí; Bếp nhỏ; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Dọn phòng hằng ngày; Thảm; Bàn làm việc; Lò sưởi; Có các phòng thông nhau; Cửa sổ có thể mở ra; Thùng rác; Cửa sổ; Cửa sổ mở; Tủ quần áo; Giá treo quần áo; Dịch vụ giặt là miễn phí; Bộ kim chỉ; Máy giặt; Đầu báo khí CO; Bình chữa cháy; Điều hòa cá nhân; Két sắt trong phòng; Két sắt cho máy tính xách tay; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_014024,IVU_000032,Giường Lớn Cao Cấp,1908333,26 m²,Ổ cắm điện gần giường,2,Hướng City view,Hướng City view; 26 m²; Hướng City view; 26 m²; Hướng City view; 38 m²; Hướng City view; 38 m²; Hướng City view; 38 m²; Hướng City view; 50 m²; Phòng không hút thuốc; Hướng City view; 26 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Cửa đóng tự động; Ấm nước điện; Áo choàng tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Miễn phí sử dụng khu vực dịch vụ hành chánh; Truy cập Internet - mạng LAN; Truy cập Internet - không dây; Internet mạng LAN trong phòng [miễn phí]; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Bộ chuyển đổi nguồn; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Nước rửa tay; Vải trải giường; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Dịch vụ báo thức; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Bếp nhỏ; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Dọn phòng hằng ngày; Thảm; Bàn làm việc; Có các phòng thông nhau; Cửa sổ có thể mở ra; Thùng rác; Cửa sổ; Cửa sổ mở; Tủ quần áo; Giá treo quần áo; Dịch vụ giặt là miễn phí; Bộ kim chỉ; Bàn là quần; Máy giặt; Hành lang ngoài; Đi lên bằng thang máy; Đầu báo khí CO; Bình chữa cháy; Điều hòa cá nhân; Két sắt trong phòng; Két sắt cho máy tính xách tay; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_014025,IVU_000032,Deluxe giường King,1890333,38 m²,Ổ cắm điện gần giường,2,Hướng City view,Hướng City view; 26 m²; Hướng City view; 26 m²; Hướng City view; 38 m²; Hướng City view; 38 m²; Hướng City view; 38 m²; Hướng City view; 50 m²; Phòng không hút thuốc; Hướng City view; 38 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Cửa đóng tự động; Ấm nước điện; Áo choàng tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Trò chơi board game/xếp hình; Miễn phí sử dụng khu vực dịch vụ hành chánh; Truy cập Internet - mạng LAN; Truy cập Internet - không dây; Internet mạng LAN trong phòng [miễn phí]; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Nước rửa tay; Vải trải giường; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Dịch vụ báo thức; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Bếp nhỏ; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Dọn phòng hằng ngày; Thảm; Bàn làm việc; Cửa sổ có thể mở ra; Khu vực tiếp khách; Ghế sofa; Thùng rác; Cửa sổ; Cửa sổ mở; Tủ quần áo; Giá treo quần áo; Dịch vụ giặt là miễn phí; Bộ kim chỉ; Bàn là quần; Máy giặt; Hành lang ngoài; Đi lên bằng thang máy; Đi lên bằng cầu thang; Đầu báo khí CO; Bình chữa cháy; Điều hòa cá nhân; Két sắt trong phòng; Két sắt cho máy tính xách tay; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
ROOM_014026,IVU_000032,Phòng Deluxe 2 Giường đơn,1882166,38 m²,Ổ cắm điện gần giường,2,Hướng City view,Hướng City view; 26 m²; Hướng City view; 26 m²; Hướng City view; 38 m²; Hướng City view; 38 m²; Hướng City view; 38 m²; Hướng City view; 50 m²; Phòng không hút thuốc; Hướng City view; 38 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Cửa đóng tự động; Ấm nước điện; Áo choàng tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Miễn phí sử dụng khu vực dịch vụ hành chánh; Truy cập Internet - mạng LAN; Truy cập Internet - không dây; Internet mạng LAN trong phòng [miễn phí]; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Bộ chuyển đổi nguồn; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Nước rửa tay; Vải trải giường; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Dịch vụ báo thức; Trà miễn phí; Nước đóng chai miễn phí; Bếp nhỏ; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Dọn phòng hằng ngày; Thảm; Bàn làm việc; Cửa sổ có thể mở ra; Khu vực tiếp khách; Ghế sofa; Thùng rác; Cửa sổ; Cửa sổ mở; Tủ quần áo; Giá treo quần áo; Dịch vụ giặt là miễn phí; Bộ kim chỉ; Máy giặt; Hành lang ngoài; Đi lên bằng thang máy; Đi lên bằng cầu thang; Đầu báo khí CO; Bình chữa cháy; Điều hòa cá nhân; Két sắt trong phòng; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
