Final Price,Max People,Area_m2,price_per_m2,m2_per_person,num_facilities,has_luxury_keyword,room_class,is_king,is_queen,is_double,is_single,is_bunk,is_sofa,has_wifi,has_ac,has_breakfast,has_tv,has_pool,has_balcony,has_parking,has_kitchen,has_fridge,room_class_relabelled
0.0025094216061887,0.1428571428571428,0.2352941176470588,0.0019188512953038,0.136986301369863,0.0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
0.001465464511612,0.1428571428571428,0.2647058823529411,0.0011980965252265,0.1506849315068493,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0.088206413770807,0.2857142857142857,0.1323529411764706,0.0732683228971232,0.0547945205479452,0.6176470588235294,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
0.0189849227231933,0.1428571428571428,0.3088235294117647,0.0090165251918086,0.1712328767123287,0.0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3
0.0269126159576728,0.2857142857142857,0.6470588235294117,0.0066793561601473,0.2146118721461187,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.0072428809728832,0.1428571428571428,0.7205882352941176,0.001642956462595,0.3630136986301369,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
0.0132338315574237,0.1428571428571428,0.0588235294117647,0.0177874291928937,0.0547945205479452,0.4705882352941176,0,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3
0.0015758595172226,0.1428571428571428,0.2205882352941176,0.0014777003445258,0.1301369863013698,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3
0.0025590799001344,0.1428571428571428,0.2058823529411765,0.0021719190574744,0.1232876712328767,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
0.0015374526061441,0.5714285714285714,0.25,0.0013020228039145,0.0493150684931506,0.0,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
0.000242246337811,0.1428571428571428,0.3676470588235294,0.0003727894437909,0.1986301369863013,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0.0144156764678607,0.1428571428571428,0.3823529411764705,0.005802548020541,0.2054794520547945,0.0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
0.0259586526295186,0.1428571428571428,0.7205882352941176,0.005830839541213,0.3630136986301369,0.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0.0179140781963844,0.1428571428571428,0.088235294117647,0.0195717681059469,0.0684931506849315,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
0.007474247802895,0.1428571428571428,0.088235294117647,0.0088649186379076,0.0684931506849315,0.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.0287936551817491,0.1428571428571428,0.1176470588235294,0.0262959161933649,0.0821917808219178,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.003945603118271,0.1428571428571428,0.088235294117647,0.0052460219661736,0.0684931506849315,0.0,1,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3
0.0239743791569524,0.4285714285714285,0.1029411764705882,0.0237798939568592,0.0308219178082191,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
0.0629786080769829,0.2857142857142857,0.9411764705882352,0.0110243442046798,0.3059360730593607,0.6176470588235294,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
0.0127736577815882,0.1428571428571428,0.2205882352941176,0.0080401025440756,0.1301369863013698,0.0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
0.0342502299420296,0.4285714285714285,0.5735294117647058,0.009462278695259,0.1404109589041096,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.0066524557924648,0.1428571428571428,0.2205882352941176,0.0044528090021708,0.1301369863013698,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
0.0221077998192358,0.1428571428571428,0.1617647058823529,0.0167612793372319,0.1027397260273972,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3
0.0043696098816926,0.1428571428571428,0.1911764705882353,0.0034750889986553,0.1164383561643835,0.0,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
0.0046907715682069,0.1428571428571428,0.4852941176470587,0.0016372842300073,0.2534246575342465,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0.0305303463416932,0.1428571428571428,0.6176470588235293,0.0078979885579624,0.3150684931506849,0.5882352941176471,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
0.0082986602353151,0.1428571428571428,0.3529411764705882,0.0037004132631024,0.1917808219178082,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0.0147040353140866,0.1428571428571428,0.3235294117647058,0.0068019775202666,0.1780821917808219,0.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
