Final Price,Max People,Area_m2,price_per_m2,m2_per_person,num_facilities,has_luxury_keyword,room_class,is_king,is_queen,is_double,is_single,is_bunk,is_sofa,has_wifi,has_ac,has_breakfast,has_tv,has_pool,has_balcony,has_parking,has_kitchen,has_fridge
0.058457299112374864,0.5714285714285714,0.2058823529411765,0.03656867433484881,0.0410958904109589,0.5,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.055119867398690923,0.14285714285714285,0.17647058823529413,0.03838402677025183,0.1095890410958904,0.5,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0.02880069486326634,0.2857142857142857,0.2647058823529411,0.015215287682463215,0.0958904109589041,0.7941176470588235,0,3,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
0.02793586912405286,0.14285714285714285,0.38235294117647056,0.011002297277447615,0.2054794520547945,0.4411764705882353,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1
0.06588917910230586,0.14285714285714285,0.38235294117647056,0.0255988123105512,0.2054794520547945,0.8823529411764706,0,3,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1
0.0027564677268525047,0.14285714285714285,0.2058823529411765,0.002293380901269051,0.1232876712328767,0.0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0.05590346870447747,0.5714285714285714,0.2058823529411765,0.03499718456651057,0.0410958904109589,0.47058823529411764,0,3,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
0.11831880712925325,0.14285714285714285,0.27941176470588236,0.05866212818595967,0.15753424657534246,0.9117647058823529,0,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
0.05885338930093464,0.14285714285714285,0.27941176470588236,0.029388674350284118,0.15753424657534246,0.8529411764705882,0,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
0.041306334500014974,0.5714285714285714,0.1323529411764706,0.0347886104983751,0.0273972602739726,0.5,0,3,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
0.10290761245646911,0.5714285714285714,0.14705882352941177,0.07997781966103723,0.030136986301369864,0.5,0,3,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
0.003284011427772725,0.14285714285714285,0.1323529411764706,0.0035927558367107046,0.08904109589041095,0.0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.02104609650049043,0.14285714285714285,0.17647058823529413,0.015087177296336803,0.1095890410958904,0.6470588235294118,0,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
0.12252711836232516,0.42857142857142855,0.7941176470588235,0.025127093531300437,0.1917808219178082,0.7941176470588235,0,3,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
0.012152799383406923,0.14285714285714285,0.1323529411764706,0.010869255475183965,0.08904109589041095,0.6470588235294118,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0.020714574201620334,0.42857142857142855,0.1323529411764706,0.017893862634704712,0.03767123287671233,0.5588235294117647,0,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
0.06495041076238964,0.14285714285714285,0.17647058823529413,0.04510534592436337,0.1095890410958904,0.8235294117647058,0,3,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
0.025665701558617488,0.14285714285714285,0.2058823529411765,0.016390490269125462,0.1232876712328767,0.47058823529411764,0,3,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1
0.04846467010863276,0.14285714285714285,0.7205882352941176,0.010866836533324624,0.36301369863013694,0.7647058823529411,0,3,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1
0.041773080951468484,0.42857142857142855,0.2058823529411765,0.026302104537767424,0.0547945205479452,0.6176470588235294,0,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
0.10231088269641181,0.2857142857142857,0.42647058823529405,0.036185209848781465,0.1461187214611872,0.7647058823529411,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0.10506794715302437,0.2857142857142857,0.17647058823529413,0.07253442647283545,0.0684931506849315,0.4117647058823529,0,3,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
0.09452745104349052,0.2857142857142857,0.23529411764705885,0.05339425336236535,0.0867579908675799,0.8235294117647058,0,3,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.011110684367654684,0.14285714285714285,0.5735294117647058,0.0031339094431258475,0.2945205479452055,0.0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0.03905752813033817,0.2857142857142857,0.14705882352941177,0.030865438355410637,0.0593607305936073,0.4117647058823529,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0.04168659837754714,0.42857142857142855,0.14705882352941177,0.032887673749818123,0.0410958904109589,0.47058823529411764,0,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
0.03928238282253367,0.14285714285714285,0.27941176470588236,0.0197543191975596,0.15753424657534246,0.5,0,3,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
0.014152708905338086,0.2857142857142857,0.11764705882352941,0.013425558675821249,0.0502283105022831,0.676470588235294,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0.037891743033878406,0.42857142857142855,0.42647058823529405,0.013533740667033348,0.10616438356164383,0.8529411764705882,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0.04955651260438977,0.14285714285714285,0.3088235294117647,0.022951422110386595,0.17123287671232876,0.6176470588235294,0,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
