Final Price,Max People,Area_m2,price_per_m2,m2_per_person,num_facilities,has_luxury_keyword,room_class,is_king,is_queen,is_double,is_single,is_bunk,is_sofa,has_wifi,has_ac,has_breakfast,has_tv,has_pool,has_balcony,has_parking,has_kitchen,has_fridge,ai_prediction_name,is_correct
2952748.0,2.0,55.0,53686.32727272727,27.5,19,1,Deluxe,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,Deluxe,1
1900000.0,2.0,16.0,118750.0,8.0,21,0,Standard,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,Standard,1
11866584.0,2.0,29.0,409192.5517241379,14.5,18,1,Luxury,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,Luxury,1
1345000.0,2.0,20.0,67250.0,10.0,1,0,Standard,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Standard,1
2136271.0,4.0,31.0,68911.96774193548,7.75,1,1,Executive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive,1
3680604.0,4.0,33.0,111533.45454545454,8.25,18,1,Luxury,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,Luxury,1
39405109.0,5.0,31.0,1271132.5483870967,6.2,13,1,Executive,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,Executive,1
2560000.0,1.0,15.0,170666.66666666666,15.0,20,0,Standard,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,Standard,1
396500.0,2.0,40.0,9912.5,20.0,1,1,Deluxe,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,Superior,0
17714951.0,7.0,31.0,571450.0322580645,4.428571428571429,19,1,Luxury,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,Luxury,1
1945000.0,2.0,35.0,55571.42857142857,17.5,1,1,Deluxe,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,Deluxe,1
6840000.0,1.0,50.0,136800.0,50.0,31,0,Suite,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,Suite,1
16948629.0,2.0,25.0,677945.16,12.5,19,1,Superior,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,Deluxe,0
14839000.0,5.0,60.0,247316.66666666666,12.0,25,0,Suite,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,Suite,1
15105000.0,5.0,60.0,251750.0,12.0,18,0,Suite,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,Suite,1
20507554.0,2.0,31.0,661534.0,15.5,27,1,Executive,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,Executive,1
777418.0,2.0,58.0,13403.758620689656,29.0,1,1,Luxury,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Luxury,1
6150000.0,4.0,20.0,307500.0,5.0,19,0,Standard,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,Standard,1
600000.0,3.0,28.0,21428.571428571428,9.333333333333334,33,1,Luxury,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,Luxury,1
29859424.0,5.0,30.0,995314.1333333333,6.0,30,0,Luxury,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,Luxury,1
14468577.0,6.0,31.0,466728.29032258067,5.166666666666667,17,1,Luxury,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,Luxury,1
14341301.0,4.0,26.0,551588.5,6.5,17,1,Luxury,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,Luxury,1
851000.0,2.0,28.0,30392.85714285714,14.0,1,0,Standard,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,Luxury,0
9985073.0,4.0,27.0,369817.51851851854,6.75,29,1,Luxury,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,Luxury,1
9420000.0,5.0,20.0,471000.0,4.0,20,1,Deluxe,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Superior,0
7187072.0,5.0,26.0,276425.8461538461,5.2,29,1,Luxury,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,Luxury,1
9150000.0,7.0,20.0,457500.0,2.857142857142857,19,1,Deluxe,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Deluxe,1
12000000.0,5.0,18.0,666666.6666666666,3.6,19,0,Standard,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,Standard,1
20839784.0,4.0,26.0,801530.1538461539,6.5,29,1,Luxury,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,Luxury,1
880103.0,4.0,29.0,30348.379310344826,7.25,1,0,Luxury,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,Luxury,1
4855500.0,3.0,24.0,202312.5,8.0,22,1,Superior,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,Deluxe,0
2770693.0,2.0,50.0,55413.86,25.0,1,1,Deluxe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suite,0
2448000.0,3.0,52.0,47076.92307692308,17.333333333333332,20,0,Standard,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Standard,1
9324000.0,5.0,18.0,518000.0,3.6,17,1,Superior,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,Superior,1
13490000.0,3.0,60.0,224833.33333333334,20.0,25,0,Suite,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,Suite,1
1362537.0,2.0,18.0,75696.5,9.0,1,0,Suite,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,Luxury,0
1725000.0,3.0,46.0,37500.0,15.333333333333334,1,0,Standard,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard,1
1439382.0,2.0,29.0,49633.862068965514,14.5,1,1,Suite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive,0
10400193.0,5.0,26.0,400007.42307692306,5.2,28,0,Luxury,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,Luxury,1
17704292.0,5.0,38.0,465902.4210526316,7.6,21,1,Executive,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,Executive,1
