room_id,hotel_id,room_name,price,area_m2,bed_type,max_occupancy,view,amenities
IVU_ROOM_000388,IVU_HOTEL_001698,Phòng Deluxe 2 Phòng Ngủ,11746000,80 m²,,2.0,Hướng Garden view,Hướng Garden view; 50 m²; Hướng Garden view; 80 m²; 100 m²; Phòng không hút thuốc; Phòng không hút thuốc; Hướng Garden view; 80 m²; Phòng không hút thuốc; Ấm nước điện; Sản phẩm vệ sinh; Máy sấy tóc; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Truyền hình cáp/vệ tinh; TV; TV [màn hình phẳng]; Điều hòa; Lối đi riêng; Bàn ăn; Bếp đầy đủ; Bếp nhỏ; Lò vi sóng; Tủ lạnh; Ban công/sân hiên; Bàn làm việc; Khu vực tiếp khách; Khu vực ăn uống riêng; Ghế sofa; Thùng rác; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Máy giặt; Đầu báo khí CO; Bình chữa cháy; Không hút thuốc; Căn hộ riêng trong tòa nhà; Tính năng an toàn/bảo mật; Đầu báo khói
IVU_ROOM_000389,IVU_HOTEL_001700,Suite 1 Phòng Ngủ,5354000,52 m²,,2.0,Hướng City view,Hướng City view; 52 m²; Hướng River view; 80 m²; 120 m²; Phòng không hút thuốc; 120 m²; Phòng không hút thuốc; Hướng City view; 52 m²; Phòng không hút thuốc; Ấm nước điện; Sản phẩm vệ sinh; Máy sấy tóc; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Truy cập Internet - không dây; Truyền hình cáp/vệ tinh; TV; TV [màn hình phẳng]; Điều hòa; Ít gây dị ứng; Lối đi riêng; Bàn ăn; Bếp đầy đủ; Bếp nhỏ; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ban công/sân hiên; Bàn làm việc; Khu vực tiếp khách; Khu vực ăn uống riêng; Ghế sofa; Thùng rác; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Máy giặt; Đầu báo khí CO; Bình chữa cháy; Không hút thuốc; Căn hộ riêng trong tòa nhà; Tính năng an toàn/bảo mật; Đầu báo khói
IVU_ROOM_000390,IVU_HOTEL_001700,Suite có 2 Phòng ngủ,11473000,80 m²,,2.0,Hướng River view,Hướng City view; 52 m²; Hướng River view; 80 m²; 120 m²; Phòng không hút thuốc; 120 m²; Phòng không hút thuốc; Hướng River view; 80 m²; Phòng không hút thuốc; Ấm nước điện; Sản phẩm vệ sinh; Máy sấy tóc; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Truy cập Internet - không dây; Truyền hình cáp/vệ tinh; TV; TV [màn hình phẳng]; Điều hòa; Ít gây dị ứng; Lối đi riêng; Bàn ăn; Bếp nhỏ; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ban công/sân hiên; Bàn làm việc; Khu vực tiếp khách; Khu vực ăn uống riêng; Ghế sofa; Thùng rác; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Máy giặt; Đầu báo khí CO; Bình chữa cháy; Không hút thuốc; Căn hộ riêng trong tòa nhà; Tính năng an toàn/bảo mật; Đầu báo khói
IVU_ROOM_000391,IVU_HOTEL_001700,Suite 3 Phòng ngủ,12237500,120 m²,,2.0,Hướng River view,Hướng City view; 52 m²; Hướng River view; 80 m²; 120 m²; Phòng không hút thuốc; 120 m²; Phòng không hút thuốc; 120 m²; Phòng không hút thuốc; Máy sấy tóc; phòng tắm riêng; Vòi sen; Truy cập Internet - không dây; TV; Điều hòa; Tủ lạnh; Ban công/sân hiên; Bàn làm việc; Tủ quần áo; Tiện nghi là/ủi; Máy giặt; Không hút thuốc; Đầu báo khói
IVU_ROOM_000392,IVU_HOTEL_001700,Căn Hộ 4 Phòng Ngủ,19667500,120 m²,,2.0,Hướng River view,Hướng City view; 52 m²; Hướng River view; 80 m²; 120 m²; Phòng không hút thuốc; 120 m²; Phòng không hút thuốc; 120 m²; Phòng không hút thuốc; phòng tắm riêng; Truy cập Internet - không dây; Điều hòa; Tủ quần áo; Tiện nghi là/ủi
IVU_ROOM_000393,IVU_HOTEL_001703,Phòng Deluxe có 1 Phòng ngủ,540000,20 m²,Ổ cắm điện gần giường,2.0,Hướng City view,20 m²; Phòng không hút thuốc; 26 m²; Phòng không hút thuốc; Hướng City view; 26 m²; 20 m²; Phòng không hút thuốc; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Truy cập Internet - mạng LAN; Truy cập Internet - không dây; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Nước rửa tay; Sưởi; Vải trải giường; Dép đi trong nhà; Ổ cắm điện gần giường; Máy pha trà/cà phê; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Ấm nước; Tủ lạnh nhỏ trong phòng; Bàn làm việc; tầng cao; tầng thượng; Thùng rác; Tủ quần áo; Đi lên bằng thang máy; Đi lên bằng cầu thang; Bình chữa cháy; Điều hòa cá nhân; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
IVU_ROOM_000394,IVU_HOTEL_001703,Suite,706500,26 m²,Giường cực dài,2.0,Hướng City view,20 m²; Phòng không hút thuốc; 26 m²; Phòng không hút thuốc; Hướng City view; 26 m²; 26 m²; Phòng không hút thuốc; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Truy cập Internet - mạng LAN; Truy cập Internet - không dây; Internet mạng LAN trong phòng [miễn phí]; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Nước rửa tay; Sưởi; Vải trải giường; Dép đi trong nhà; Ô; Máy pha trà/cà phê; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Ấm nước; Tủ lạnh nhỏ trong phòng; Thảm; Giường cực dài; tầng cao; Ghế sofa; Thùng rác; Tủ quần áo; Giá treo quần áo; Đi lên bằng thang máy; Đi lên bằng cầu thang; Bình chữa cháy; Điều hòa cá nhân; Không hút thuốc; Đầu báo khói
IVU_ROOM_000395,IVU_HOTEL_001703,Phòng Gia Đình,756500,26 m²,Vải trải giường,2.0,Hướng City view,20 m²; Phòng không hút thuốc; 26 m²; Phòng không hút thuốc; Hướng City view; 26 m²; Hướng City view; 26 m²; Phòng không hút thuốc; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Truy cập Internet - không dây; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Nước rửa tay; Sưởi; Vải trải giường; Dép đi trong nhà; Ô; Máy pha trà/cà phê; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Ấm nước; Tủ lạnh nhỏ trong phòng; Bàn làm việc; tầng cao; tầng thấp; Cửa sổ có thể mở ra; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Đi lên bằng thang máy; Đi lên bằng cầu thang; Điều hòa cá nhân; Không hút thuốc; Đầu báo khói
IVU_ROOM_000396,IVU_HOTEL_001704,Phòng Đôi,1435000,25 m²,,2.0,Hướng Courtyard view,Hướng Courtyard view; 25 m²; Hướng Courtyard view; 25 m²; Hướng Courtyard view; 25 m²; Hướng Street view; 25 m²; Hướng Courtyard view; 25 m²; Phòng không hút thuốc
IVU_ROOM_000397,IVU_HOTEL_001704,Phòng Deluxe có giường King,1743500,25 m²,Ổ cắm điện gần giường,2.0,Hướng Courtyard view,Hướng Courtyard view; 25 m²; Hướng Courtyard view; 25 m²; Hướng Courtyard view; 25 m²; Hướng Street view; 25 m²; Hướng Courtyard view; 25 m²; Phòng không hút thuốc; Phòng tắm phụ; Nhà vệ sinh phụ; Sản phẩm vệ sinh; Máy sấy tóc; Gương; Vòi sen; Vật dụng tắm rửa; Phòng tắm đứng; Truy cập Internet - không dây; Dịch vụ phát trực tuyến như Netflix; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Nhân viên chăm sóc khách hàng; Báo hằng ngày; Quạt; Nước rửa tay; Ít gây dị ứng; Vải trải giường; Màn; Quần áo ngủ; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Ô; Máy pha trà/cà phê; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Ấm nước; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh; Bàn làm việc; tầng cao; Không gian làm việc cho máy tính xách tay; Thùng rác; Cửa sổ; Cửa sổ mở; Sàn gỗ/gỗ miếng; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Bộ kim chỉ; Máy giặt; Hành lang ngoài; Được phép đưa thú cưng vào phòng; Đi lên bằng thang máy; Bình chữa cháy; Điều hòa cá nhân; Két sắt trong phòng; Đầu báo khói
IVU_ROOM_000398,IVU_HOTEL_001704,Phòng Deluxe vườn,1800500,25 m²,,2.0,Hướng Courtyard view,Hướng Courtyard view; 25 m²; Hướng Courtyard view; 25 m²; Hướng Courtyard view; 25 m²; Hướng Street view; 25 m²; Hướng Courtyard view; 25 m²; Phòng không hút thuốc
IVU_ROOM_000399,IVU_HOTEL_001704,Phòng Loại Sang Giường King Có Bồn Tắm,1861000,25 m²,Ổ cắm điện gần giường,2.0,Hướng Street view,Hướng Courtyard view; 25 m²; Hướng Courtyard view; 25 m²; Hướng Courtyard view; 25 m²; Hướng Street view; 25 m²; Hướng Street view; 25 m²; Phòng không hút thuốc; Nhà vệ sinh cho người khuyết tật; Nhà vệ sinh phụ; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Phòng tắm chung; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Bồn tắm tạo sóng; Truy cập Internet - không dây; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Bộ chuyển đổi nguồn; Điều hòa; Nhân viên chăm sóc khách hàng; Quạt; Nước rửa tay; Ít gây dị ứng; Vải trải giường; Quần áo ngủ; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Ô; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Bếp đầy đủ; Ấm nước; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ban công/sân hiên; Bàn làm việc; tầng cao; Không gian làm việc cho máy tính xách tay; Khu vực tiếp khách; Thùng rác; Cửa sổ; Cửa sổ mở; Tủ quần áo; Máy sấy quần áo; Giá treo quần áo; Tiện nghi là/ủi; Bộ kim chỉ; Hành lang ngoài; Được phép đưa thú cưng vào phòng; Đi lên bằng thang máy; Đi lên bằng cầu thang; Cửa an toàn cho em bé; Đầu báo khí CO; Điều hòa cá nhân; Két sắt trong phòng; Tính năng an toàn/bảo mật
IVU_ROOM_000400,IVU_HOTEL_001708,Phòng Deluxe 3 người,1480500,35 m²,Ổ cắm điện gần giường,3.0,Hướng City view,Hướng City view; 35 m²; 40 m²; Phòng không hút thuốc; Hướng City view; 35 m²; Phòng không hút thuốc; Bồn tắm; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Truy cập Internet - không dây; Truyền hình cáp/vệ tinh; Điện thoại; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Nhân viên chăm sóc khách hàng; Vải trải giường; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Dịch vụ báo thức; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Ấm nước; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Bàn làm việc; Cửa sổ có thể mở ra; Khu vực tiếp khách; Ghế sofa; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Két sắt trong phòng; Không hút thuốc; Đầu báo khói
IVU_ROOM_000401,IVU_HOTEL_001708,Phòng gia đình 4 người,1803500,40 m²,Ổ cắm điện gần giường,3.0,Hướng City view,Hướng City view; 35 m²; 40 m²; Phòng không hút thuốc; 40 m²; Phòng không hút thuốc; Bồn tắm; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Truy cập Internet - không dây; Truyền hình cáp/vệ tinh; Điện thoại; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Nhân viên chăm sóc khách hàng; Vải trải giường; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Dịch vụ báo thức; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Ấm nước; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Bàn làm việc; Khu vực tiếp khách; Ghế sofa; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Két sắt trong phòng; Không hút thuốc; Đầu báo khói
IVU_ROOM_000402,IVU_HOTEL_001711,Tiêu Chuẩn - 1 Giường Đôi Lớn - Cấm Hút Thuốc,556000,17 m²,,2.0,Hướng Street view,17 m²; Phòng không hút thuốc; Hướng Street view; 20 m²; 17 m²; Phòng không hút thuốc; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Truy cập Internet - mạng LAN; TV; Wi-Fi [miễn phí]; Điều hòa; Quạt; Nước đóng chai miễn phí; Ấm nước; Tủ lạnh nhỏ trong phòng; Bàn làm việc; Tủ quần áo; Máy sấy quần áo; Máy giặt; Hành lang ngoài; Bình chữa cháy; Điều hòa cá nhân; Không hút thuốc
IVU_ROOM_000403,IVU_HOTEL_001711,Tiêu Chuẩn - 1 Giường Đôi Có Ban Công,672500,20 m²,Vải trải giường,2.0,Hướng Street view,17 m²; Phòng không hút thuốc; Hướng Street view; 20 m²; Hướng Street view; 20 m²; Phòng không hút thuốc; Máy sấy tóc; Vật dụng tắm rửa; Internet mạng LAN trong phòng [miễn phí]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Quạt; Nước rửa tay; Vải trải giường; Lối đi riêng; Dép đi trong nhà; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Bếp đầy đủ; Ấm nước; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ban công/sân hiên; Bàn làm việc; Không gian làm việc cho máy tính xách tay; Thùng rác; Cửa sổ; Cửa sổ mở; Tủ quần áo; Máy sấy quần áo; Máy giặt; Hành lang ngoài; Đi lên bằng cầu thang; Bình chữa cháy; Điều hòa cá nhân; Không hút thuốc
IVU_ROOM_000404,IVU_HOTEL_001716,Phòng Tiêu Chuẩn,496500,12 m²,,2.0,Hướng Street view,Hướng Street view; 12 m²; 25 m²; Phòng không hút thuốc; 30 m²; Phòng không hút thuốc; 35 m²; Phòng không hút thuốc; Hướng Street view; 12 m²; Phòng không hút thuốc; Điều hòa
IVU_ROOM_000405,IVU_HOTEL_001716,Deluxe giường Queen,971500,25 m²,,2.0,Hướng Street view,Hướng Street view; 12 m²; 25 m²; Phòng không hút thuốc; 30 m²; Phòng không hút thuốc; 35 m²; Phòng không hút thuốc; 25 m²; Phòng không hút thuốc; Điều hòa
IVU_ROOM_000406,IVU_HOTEL_001716,Phòng Loại Sang,971500,30 m²,Giường cực dài,2.0,Hướng Street view,Hướng Street view; 12 m²; 25 m²; Phòng không hút thuốc; 30 m²; Phòng không hút thuốc; 35 m²; Phòng không hút thuốc; 30 m²; Phòng không hút thuốc; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Phòng tắm chung; Vòi sen; Vật dụng tắm rửa; Phòng tắm đứng; Trò chơi board game/xếp hình; Truy cập Internet - mạng LAN; Truy cập Internet - không dây; Phim theo yêu cầu; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Nhân viên chăm sóc khách hàng; Quạt; Vải trải giường; Ổ cắm điện gần giường; Cách âm; Bàn ăn; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Đồ uống mời khách miễn phí; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Thảm; Bàn làm việc; Giường cực dài; Không gian làm việc cho máy tính xách tay; Khu vực ăn uống riêng; Ghế sofa; Sàn gỗ/gỗ miếng; Đi lên bằng thang máy; Đi lên bằng cầu thang; Bình chữa cháy; Tủ có khoá; Không hút thuốc
IVU_ROOM_000407,IVU_HOTEL_001716,Phòng Gia Đình,1109000,35 m²,,2.0,Hướng Street view,Hướng Street view; 12 m²; 25 m²; Phòng không hút thuốc; 30 m²; Phòng không hút thuốc; 35 m²; Phòng không hút thuốc; 35 m²; Phòng không hút thuốc; Điều hòa
IVU_ROOM_000408,IVU_HOTEL_001730,Ở Trong Ngày - Cổ Điển,440500,20 m²,Giường cực dài,2.0,,20 m²; Phòng không hút thuốc; 20 m²; Phòng không hút thuốc; 20 m²; Phòng không hút thuốc; Sản phẩm vệ sinh; Máy sấy tóc; Gương; Vòi sen; Ghế tắm; Vật dụng tắm rửa; Phòng tắm đứng; Điện thoại; TV; Bộ chuyển đổi nguồn; Điều hòa; Máy lọc không khí; Đồng hồ báo thức; Rèm che ánh sáng; Nước rửa tay; Ít gây dị ứng; Vải trải giường; Quần áo ngủ; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Trà miễn phí; Nước đóng chai miễn phí; Tủ lạnh nhỏ trong phòng; Thảm; Bàn làm việc; Giường cực dài; Không gian làm việc cho máy tính xách tay; Khu vực tiếp khách; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Sàn gỗ/gỗ miếng; Đi lên bằng thang máy; Đi lên bằng cầu thang; Đầu báo khí CO; Bộ dụng cụ sơ cứu; Tủ có khoá; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
IVU_ROOM_000409,IVU_HOTEL_001730,Ở Trong Ngày - Tiện Nghi Thư Giãn,645500,20 m²,Giường cực dài,2.0,,20 m²; Phòng không hút thuốc; 20 m²; Phòng không hút thuốc; 20 m²; Phòng không hút thuốc; Sản phẩm vệ sinh; Máy sấy tóc; Gương; Vòi sen; Ghế tắm; Vật dụng tắm rửa; Phòng tắm đứng; Điện thoại; TV; Bộ chuyển đổi nguồn; Điều hòa; Máy lọc không khí; Đồng hồ báo thức; Rèm che ánh sáng; Nước rửa tay; Ít gây dị ứng; Vải trải giường; Quần áo ngủ; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Trà miễn phí; Nước đóng chai miễn phí; Tủ lạnh nhỏ trong phòng; Thảm; Bàn làm việc; Giường cực dài; Không gian làm việc cho máy tính xách tay; Khu vực tiếp khách; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Sàn gỗ/gỗ miếng; Đi lên bằng thang máy; Đi lên bằng cầu thang; Đầu báo khí CO; Bộ dụng cụ sơ cứu; Tủ có khoá; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
IVU_ROOM_000410,IVU_HOTEL_001737,Phòng Executive Giường Đôi Nhìn Ra Cảnh Thành Phố Hoặc Vườn,5939500,25 m²,Ổ cắm điện gần giường,2.0,Hướng City view,Hướng City view; 25 m²; Hướng City view; 25 m²; Phòng không hút thuốc; Ấm nước điện; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Truy cập Internet - không dây; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Bộ chuyển đổi nguồn; Điều hòa; Đồng hồ báo thức; Quạt; Ít gây dị ứng; Vải trải giường; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Dịch vụ báo thức; Bàn ăn; Nước đóng chai miễn phí; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Bàn làm việc; Khu vực tiếp khách; Ghế sofa; Thùng rác; Sàn gỗ/gỗ miếng; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Bàn là quần; Tiện nghi cho em bé (theo yêu cầu); Đi lên bằng thang máy; Cửa an toàn cho em bé; Đầu báo khí CO; Bình chữa cháy; Điều hòa cá nhân; Két sắt trong phòng; Tủ có khoá; Tính năng an toàn/bảo mật; Đầu báo khói
IVU_ROOM_000411,IVU_HOTEL_001739,Phòng Superior giường King,2401000,29 m²,Giường cực dài,2.0,Hướng Park view,29 m²; Phòng không hút thuốc; 30 m²; Phòng không hút thuốc; Hướng Park view; 30 m²; 29 m²; Phòng không hút thuốc; Phòng tắm phụ; Nhà vệ sinh phụ; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; bồn tắm lộ thiên; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; TV [trong phòng tắm]; Phòng tắm đứng; Truy cập Internet - không dây; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Nhân viên chăm sóc khách hàng; Chăn điện; Quạt; Nước rửa tay; Sưởi; Ít gây dị ứng; Vải trải giường; Quần áo ngủ; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Dịch vụ báo thức; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Trái cây/đồ ăn vặt; Ấm nước; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ly rượu vang; Bàn làm việc; Giường cực dài; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Hành lang ngoài; Đi lên bằng thang máy; Đi lên bằng cầu thang; Đầu báo khí CO; Bình chữa cháy; Bộ dụng cụ sơ cứu; Điều hòa cá nhân; Không hút thuốc; Đầu báo khói
IVU_ROOM_000412,IVU_HOTEL_001739,Phòng Loại Sang Giường Lớn,3016500,30 m²,Giường cực dài,2.0,Hướng Park view,29 m²; Phòng không hút thuốc; 30 m²; Phòng không hút thuốc; Hướng Park view; 30 m²; 30 m²; Phòng không hút thuốc; Phòng tắm phụ; Nhà vệ sinh phụ; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; bồn tắm lộ thiên; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; TV [trong phòng tắm]; Phòng tắm đứng; Truy cập Internet - không dây; Đèn đọc sách; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Nhân viên chăm sóc khách hàng; Quạt; Nước rửa tay; Vải trải giường; Quần áo ngủ; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Dịch vụ báo thức; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Trái cây/đồ ăn vặt; Ấm nước; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ly rượu vang; Bàn làm việc; Giường cực dài; Thùng rác; Cửa sổ; Tủ quần áo; Hành lang ngoài; Đi lên bằng thang máy; Đi lên bằng cầu thang; Đầu báo khí CO; Bình chữa cháy; Bộ dụng cụ sơ cứu; Điều hòa cá nhân; Không hút thuốc; Đầu báo khói
IVU_ROOM_000413,IVU_HOTEL_001739,Phòng Deluxe giường King Hướng vườn,3755500,30 m²,Giường cực dài,2.0,Hướng Park view,29 m²; Phòng không hút thuốc; 30 m²; Phòng không hút thuốc; Hướng Park view; 30 m²; Hướng Park view; 30 m²; Phòng không hút thuốc; Phòng tắm phụ; Nhà vệ sinh phụ; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Cân; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; TV [trong phòng tắm]; Phòng tắm đứng; Bồn tắm tạo sóng; Truy cập Internet - không dây; Truyền hình cáp/vệ tinh; Dịch vụ phát trực tuyến như Netflix; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Nhân viên chăm sóc khách hàng; Quạt; Nước rửa tay; Ít gây dị ứng; Vải trải giường; Quần áo ngủ; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Dịch vụ báo thức; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Trái cây/đồ ăn vặt; Ấm nước; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ly rượu vang; Bàn làm việc; Giường cực dài; Ghế cao cho trẻ con ngồi ăn; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Hành lang ngoài; Đi lên bằng thang máy; Đi lên bằng cầu thang; Đầu báo khí CO; Bình chữa cháy; Bộ dụng cụ sơ cứu; Điều hòa cá nhân; Không hút thuốc; Đầu báo khói
IVU_ROOM_000414,IVU_HOTEL_001743,Suite Toàn Cảnh Hồ 3 Phòng Ngủ,6400000,110 m²,,9.0,Hướng City view,Hướng City view; 110 m²; Hướng City view; 110 m²; Phòng không hút thuốc
IVU_ROOM_000415,IVU_HOTEL_001752,One-Bedroom Apartment,7444000,63 m²,,2.0,Hướng River view,Hướng River view; 63 m²; Hướng River view; 63 m²; Phòng không hút thuốc
IVU_ROOM_000416,IVU_HOTEL_001753,Phòng Deluxe có 1 Phòng ngủ,5207500,50 m²,,2.0,Hướng Garden view,Hướng Garden view; 50 m²; 80 m²; Phòng không hút thuốc; 95 m²; Phòng không hút thuốc; Hướng Garden view; 120 m²; Hướng Garden view; 50 m²; Phòng không hút thuốc; Ấm nước điện; Sản phẩm vệ sinh; Máy sấy tóc; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Đầu đĩa DVD/CD; TV; TV [màn hình phẳng]; Điều hòa; Lối đi riêng; Bàn ăn; Bếp đầy đủ; Bếp nhỏ; Lò vi sóng; Tủ lạnh; Ban công/sân hiên; Bàn làm việc; Khu vực tiếp khách; Khu vực ăn uống riêng; Ghế sofa; Thùng rác; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Máy giặt; Đầu báo khí CO; Bình chữa cháy; Căn hộ riêng trong tòa nhà; Tính năng an toàn/bảo mật; Đầu báo khói
IVU_ROOM_000417,IVU_HOTEL_001758,Phòng Cao Cấp Cho Hai Người,452000,25 m²,,2.0,Hướng City view,Hướng City view; 25 m²; Hướng City view; 30 m²; Hướng City view; 25 m²; Phòng không hút thuốc; Máy sấy tóc; Vòi sen; Truy cập Internet - không dây; Truyền hình cáp/vệ tinh; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Tủ lạnh nhỏ trong phòng; Bàn làm việc; Khu vực tiếp khách; Két sắt trong phòng
