hotel_id,city,hotel_name,hotel_link
IVU_000493,vung-tau,Hodota Bình Châu Resort & Camping,https://www.ivivu.com/khach-san-vung-tau/hodota-binh-chau-resort-camping
IVU_000494,vung-tau,Thanh home stay,https://www.ivivu.com/khach-san-vung-tau/thanh-home-stay
IVU_000495,vung-tau,Lop forest homestay,https://www.ivivu.com/khach-san-vung-tau/lop-forest-homestay
IVU_000496,vung-tau,The Rebirth Apartment Binh Chau Ho Tram,https://www.ivivu.com/khach-san-vung-tau/the-rebirth-apartment
IVU_000497,vung-tau,Sunny Hotel Xuyên Mộc,https://www.ivivu.com/khach-san-vung-tau/sunny-hotel-xuyen-moc
IVU_000498,vung-tau,Khách sạn Vên Vên Hồ Cốc,https://www.ivivu.com/khach-san-vung-tau/ven-ven-hotel-ho-coc
IVU_000499,vung-tau,"Phoenix, lakefront, comfort Apart - PLV 0711 D.P",https://www.ivivu.com/khach-san-vung-tau/phoenix-lakefront-comfort-apart-plv-0711-d-p
IVU_000500,vung-tau,Khách sạn Skool Plus Vũng Tàu,https://www.ivivu.com/khach-san-vung-tau/khach-san-skool-plus-vung-tau
IVU_000501,vung-tau,Khách sạn Oyster Bay Vũng Tàu,https://www.ivivu.com/khach-san-vung-tau/oyster-bay-hotel-vung-tau
IVU_000502,vung-tau,PK Luxury Beach Condotel - The Song Vung Tau,https://www.ivivu.com/khach-san-vung-tau/pk-luxury-beach-condotel-the-song-vung-tau
IVU_000503,vung-tau,Yalkun’s Home – The Sóng Condotel Vũng Tàu,https://www.ivivu.com/khach-san-vung-tau/yalkunas-home-the-song-condotel-v%C5%A9ng-tau
IVU_000504,vung-tau,Palma Homestay The Song Vũng Tàu,https://www.ivivu.com/khach-san-vung-tau/palma-homestay-the-song-vu%CC%83ng-tau
IVU_000505,vung-tau,Khách sạn Victory Vũng Tàu,https://www.ivivu.com/khach-san-vung-tau/khach-san-victory-vung-tau
IVU_000506,vung-tau,Vivu CSJ Tower Vũng Tàu,https://www.ivivu.com/khach-san-vung-tau/vivu-csj-tower-v%C5%A9ng-tau
IVU_000507,vung-tau,Khách Sạn Bảo Hoàng Vũng Tàu,https://www.ivivu.com/khach-san-vung-tau/khach-san-bao-hoang-v%C5%A9ng-tau
IVU_000508,vung-tau,Nhà Của Măng - CSJ Tower Bãi Sau Vũng Tàu,https://www.ivivu.com/khach-san-vung-tau/nha-c%E1%BB%A7a-mang-csj-tower-bai-sau-v%C5%A9ng-tau
IVU_000509,vung-tau,Khu Nghĩ dưỡng Rubby Hồ Tràm,https://www.ivivu.com/khach-san-vung-tau/khu-ngh%C4%A9-da%E1%BB%A1ng-rubby-h%E1%BB%93-tram
IVU_000510,vung-tau,Lucky Star Resort,https://www.ivivu.com/khach-san-vung-tau/lucky-star-resort-54343616
IVU_000511,vung-tau,Villa - Oceanami Resort & Beach Club,https://www.ivivu.com/khach-san-vung-tau/villa-oceanami-resort-beach-club
IVU_000512,vung-tau,Can Ho Nghi Duong DATOUR HOME - OASKY VUNG TAU,https://www.ivivu.com/khach-san-vung-tau/can-ho-nghi-duong-datour-home-oasky-vung-tau
IVU_000513,vung-tau,The Sóng Condotel Vũng Tàu - Healing House,https://www.ivivu.com/khach-san-vung-tau/the-song-condotel-v%C5%A9ng-tau-healing-house
IVU_000514,vung-tau,The Sóng Apartment Vũng Tàu - Cỏ Ba Lá Homestay,https://www.ivivu.com/khach-san-vung-tau/the-song-apartment-v%C5%A9ng-tau-c%E1%BB%8F-ba-la-homestay
IVU_000515,vung-tau,The Sóng Apartment Vũng Tàu - Hương's Homestay,https://www.ivivu.com/khach-san-vung-tau/the-song-apartment-v%C5%A9ng-tau-haangs-homestay
IVU_000516,vung-tau,Luxury The Song Apartment - TSR Co.ltd,https://www.ivivu.com/khach-san-vung-tau/luxury-the-song-apartment-tsr-co-ltd
IVU_000517,vung-tau,The Sóng Vũng Tàu An Home,https://www.ivivu.com/khach-san-vung-tau/the-song-vu%CC%83ng-tau-an-home
IVU_000518,vung-tau,NaPa Homestay - The Sóng Vũng Tàu,https://www.ivivu.com/khach-san-vung-tau/napa-homestay-the-song-v%C5%A9ng-tau
IVU_000519,vung-tau,The Song Apartment 5 Star - Windy's Home,https://www.ivivu.com/khach-san-vung-tau/the-song-apartment-5-star-windys-home
IVU_000520,vung-tau,The Sóng Vũng Tàu - Homestay Nhà Mình,https://www.ivivu.com/khach-san-vung-tau/the-song-v%C5%A9ng-tau-homestay-nha-minh
IVU_000521,vung-tau,HAWA HOTEL,https://www.ivivu.com/khach-san-vung-tau/hawa-hotel-52320349
IVU_000522,vung-tau,Oasky36 - Datour,https://www.ivivu.com/khach-san-vung-tau/oasky36-datour
IVU_000523,vung-tau,The Sóng Apartment - Bear Homestay Vung Tau,https://www.ivivu.com/khach-san-vung-tau/the-song-apartment-bear-homestay-vung-tau
IVU_000524,vung-tau,Binh Minh Resort - Vung Tau Cable Car,https://www.ivivu.com/khach-san-vung-tau/binh-minh-resort-vung-tau-cable-car
IVU_000525,vung-tau,Khách sạn Tuyết Lan,https://www.ivivu.com/khach-san-vung-tau/tuyet-lan-hotel
IVU_000526,vung-tau,The Sóng Apartment Vũng Tàu- May Homestay,https://www.ivivu.com/khach-san-vung-tau/the-song-apartment-v%C5%A9ng-tau-may-homestay
IVU_000527,vung-tau,The Song Vung tàu apartmen,https://www.ivivu.com/khach-san-vung-tau/the-song-vung-tau-apartmen
IVU_000528,vung-tau,KHÁCH SẠN HOME VŨNG TÀU,https://www.ivivu.com/khach-san-vung-tau/khach-san-home-v%C5%A9ng-tau
IVU_000529,vung-tau,Can ho Truong Son,https://www.ivivu.com/khach-san-vung-tau/can-ho-truong-son
IVU_000530,vung-tau,Sunflower Villa With Infinity Swimming Pool,https://www.ivivu.com/khach-san-vung-tau/sunflower-villa-with-infinity-swimming-pool
IVU_000531,vung-tau,THE SÓNG APARTMENT VŨNG TÀU - MAI'S HOUSE,https://www.ivivu.com/khach-san-vung-tau/the-song-apartment-v%C5%A9ng-tau-mais-house
