hotel_name,hotel_url,detail_url,name_detail,phone,ratingValue,reviewCount,priceRange,address,amenities,room_types
920. Vera Apartments,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23212035-Reviews-Vera_Apartments-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23212035-Reviews-Vera_Apartments-Ho_Chi_Minh_City.html,Vera Apartments,,5.0,3.0,,"208 Nguyen Huu Canh Ward 22 Landmark 81, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bàn làm việc, Bãi đỗ xe riêng trả phí trong khuôn viên, Bếp nhỏ, Bảo vệ 24 giờ, Bể bơi, Giường siêu dài, Internet tốc độ miễn phí (WiFi), Màn che ánh sáng, Máy bán hàng tự động, Ngắm cảnh thành phố, Nhìn ra bể bơi, Nhìn ra tòa nhà, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Phòng không gây dị ứng, Phòng tập yoga, Spa, Trung tâm thương mại có truy cập Internet, Truyền hình cáp / truyền hình vệ tinh, Vòi rửa vệ sinh, Điều hòa nhiệt độ","Ngắm cảnh, Suite, Thành phố"
363. Lanura Saigon Boutique Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28135423-Reviews-Lanura_Saigon_Boutique_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28135423-Reviews-Lanura_Saigon_Boutique_Hotel-Ho_Chi_Minh_City.html,Lanura Saigon Boutique Hotel,,5.0,1.0,421.053 ₫ - 684.211 ₫,"No. 99/18-18A , Nguyen Thai Binh Street Ward 4, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
361. EL Where Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33263957-Reviews-EL_Where_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33263957-Reviews-EL_Where_Hotel-Ho_Chi_Minh_City.html,EL Where Hotel,,5.0,4.0,815.789 ₫ - 1.289.474 ₫,"345/43 Đường Trần Hưng Đạo District 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
560. Sabina Boutique Hotel 3,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26443741-Reviews-Sabina_Boutique_Hotel_3-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26443741-Reviews-Sabina_Boutique_Hotel_3-Ho_Chi_Minh_City.html,Sabina Boutique Hotel 3,,5.0,1.0,605.263 ₫ - 1.842.105 ₫,"2 Duong Phan Khiem Ich 2-4 Hung Gia 1 Town, Tan Phong Ward, District 7, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
61. CityHouse - Atelier Thao Dien,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19797910-Reviews-CityHouse_Atelier_Thao_Dien-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19797910-Reviews-CityHouse_Atelier_Thao_Dien-Ho_Chi_Minh_City.html,CityHouse - Atelier Thao Dien,878253545.0,5.0,16.0,1.210.526 ₫ - 2.578.947 ₫,"45 Nguyen Duy Hieu Thao Dien, District 2, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe miễn phí, Bếp nhỏ, Bảo vệ 24 giờ, Bể bơi ngoài trời, Internet tốc độ miễn phí (WiFi), Khu ăn uống, Khu để hành lý, Màn che ánh sáng, Ngắm cảnh thành phố, Nhà hàng, Nhận phòng 24 giờ, Phòng Suite, Phòng cho gia đình, Phòng cách âm, TV màn hình phẳng, Trung tâm thể dục thẩm mỹ, Vòi rửa vệ sinh, Điều hòa nhiệt độ","Ngắm cảnh, Phòng cách âm, Suite, Thành phố"
352. Airie Living,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28007541-Reviews-Airie_Living-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28007541-Reviews-Airie_Living-Ho_Chi_Minh_City.html,Airie Living,,5.0,3.0,921.053 ₫ - 1.552.632 ₫,"100/14 Nguyen Dinh Chieu Street, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
355. Stellar Boutique Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d24987824-Reviews-Stellar_Boutique_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d24987824-Reviews-Stellar_Boutique_Hotel-Ho_Chi_Minh_City.html,Stellar Boutique Hotel,,5.0,8.0,710.526 ₫ - 1.263.158 ₫,"15-17 Cao Triều Phát Tân Phong Ward, District 7, Thành phố Hồ Chí Minh, Việt Nam",,"Hạng trung, Thành phố"
372. The Rice 131 Bui Vien Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d29185224-Reviews-The_Rice_131_Bui_Vien_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d29185224-Reviews-The_Rice_131_Bui_Vien_Hotel-Ho_Chi_Minh_City.html,The Rice 131 Bui Vien Hotel,,5.0,7.0,421.053 ₫ - 710.526 ₫,"131 Bùi Viện Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bảo vệ 24 giờ, Bồn tắm / vòi sen, Dọn phòng, Giặt khô, Internet tốc độ miễn phí (WiFi), Khu để hành lý, Ngắm cảnh thành phố, Nhận phòng / trả phòng nhanh, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Quầy bar / sảnh chờ, TV màn hình phẳng, Tiếp tân 24 giờ, Tủ quần áo / tủ để đồ, Xe đưa đón sân bay, Điều hòa nhiệt độ, Điện thoại, Đồ dùng nhà tắm miễn phí","Ngắm cảnh, Suite, Thành phố"
318. M Village Hotel Nguyễn Du,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32985738-Reviews-M_Village_Hotel_Nguy_n_Du-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32985738-Reviews-M_Village_Hotel_Nguy_n_Du-Ho_Chi_Minh_City.html,M Village Hotel Nguyễn Du,,5.0,24.0,1.947.368 ₫ - 5.105.263 ₫,"149-151 Đường Nguyễn Du District 1, Thành phố Hồ Chí Minh, 70000, Việt Nam",,"Hạng trung, Thành phố"
321. The Common Room Project,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27804093-Reviews-The_Common_Room_Project-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27804093-Reviews-The_Common_Room_Project-Ho_Chi_Minh_City.html,The Common Room Project,,5.0,2.0,842.105 ₫ - 2.000.000 ₫,"250 D. Bui Vien Pham Ngu Lao Ward, District 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
373. Woody House,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19842768-Reviews-Woody_House-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19842768-Reviews-Woody_House-Ho_Chi_Minh_City.html,Woody House,,5.0,3.0,815.789 ₫ - 1.078.947 ₫,"6/27 Cách Mạng Tháng 8 Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 267000, Việt Nam",,"Hạng trung, Thành phố"
315. Huỳnh Anh Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d17352220-Reviews-Huynh_Anh_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d17352220-Reviews-Huynh_Anh_Hotel-Ho_Chi_Minh_City.html,Huỳnh Anh Hotel,,5.0,3.0,289.474 ₫ - 394.737 ₫,"10 Đường số 51 Phường 14, Quận Gò Vấp, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
313. CityHouse - Nest Metro Thao Đien,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33706402-Reviews-CityHouse_Nest_Metro_Thao_Dien-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33706402-Reviews-CityHouse_Nest_Metro_Thao_Dien-Ho_Chi_Minh_City.html,CityHouse - Nest Metro Thao Đien,,5.0,4.0,868.421 ₫ - 1.868.421 ₫,"53A Đường Võ Nguyên Giáp, Thành phố Hồ Chí Minh, Việt Nam","Bàn làm việc, Bãi đỗ xe có bảo vệ, Bảo vệ 24 giờ, Dọn phòng, Internet tốc độ miễn phí (WiFi), Lò vi sóng, Màn che ánh sáng, Nhận phòng / trả phòng nhanh, Nhận phòng 24 giờ, Phòng khách riêng, TV màn hình phẳng, Vòi rửa vệ sinh, Wifi công cộng, Điều hòa nhiệt độ",Thành phố
327. Đại Nam Sài Gòn Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19116363-Reviews-Dai_Nam_Sai_Gon_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19116363-Reviews-Dai_Nam_Sai_Gon_Hotel-Ho_Chi_Minh_City.html,Đại Nam Sài Gòn Hotel,,5.0,5.0,631.579 ₫ - 1.210.526 ₫,"5/11 Nguyễn Siêu Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe miễn phí, Bữa sáng miễn phí, Giường sofa, Internet tốc độ miễn phí (WiFi), Màn che ánh sáng, Máy pha cà phê / trà, Ngắm cảnh thành phố, Nhân viên giải trí, Nhìn ra tòa nhà, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Phòng cô dâu, Phòng không gây dị ứng, Phòng tắm hơi, Truyền hình cáp / truyền hình vệ tinh, Trông trẻ, Trẻ em lưu trú miễn phí, Vòi rửa vệ sinh, Đi bộ đường dài, Điều hòa nhiệt độ","Hạng trung, Ngắm cảnh, Suite, Thành phố"
328. Dahlialand Saigon Hotel & Swimming Pool,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33243023-Reviews-Dahlialand_Saigon_Hotel_Swimming_Pool-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33243023-Reviews-Dahlialand_Saigon_Hotel_Swimming_Pool-Ho_Chi_Minh_City.html,Dahlialand Saigon Hotel & Swimming Pool,,5.0,5.0,868.421 ₫ - 2.657.895 ₫,"145 Lê Thị Riêng, Thành phố Hồ Chí Minh, 70000, Việt Nam",,"Ngắm cảnh, Thành phố"
336. Khách sạn Hoàng Yến,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3377510-Reviews-Hoang_Yen_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3377510-Reviews-Hoang_Yen_Hotel-Ho_Chi_Minh_City.html,Khách sạn Hoàng Yến,,5.0,2.0,473.684 ₫ - 1.000.000 ₫,"R4 62-63-64 Hưng Gia 2 Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Ngắm cảnh, Thành phố"
564. Notre Maison 5,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26517093-Reviews-Notre_Maison_5-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26517093-Reviews-Notre_Maison_5-Ho_Chi_Minh_City.html,Notre Maison 5,,5.0,1.0,368.421 ₫ - 6.421.053 ₫,"63A Nguyen Cu District 2, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
563. The Arrivals Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d25574899-Reviews-The_Arrivals_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d25574899-Reviews-The_Arrivals_Hotel-Ho_Chi_Minh_City.html,The Arrivals Hotel,,5.0,1.0,1.578.947 ₫ - 3.842.105 ₫,"302 Đường Võ Văn Kiệt Phường 5, Quận 1, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
343. HemTouch House,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27956400-Reviews-HemTouch_House-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27956400-Reviews-HemTouch_House-Ho_Chi_Minh_City.html,HemTouch House,,5.0,4.0,947.368 ₫ - 1.868.421 ₫,"146/20 Đường Võ Thị Sáu, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
575. A25 Hotel - 06 Trương Định,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19844431-Reviews-A25_Hotel_06_Truong_D_nh-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19844431-Reviews-A25_Hotel_06_Truong_D_nh-Ho_Chi_Minh_City.html,A25 Hotel - 06 Trương Định,,5.0,1.0,1.105.263 ₫ - 1.578.947 ₫,"06 Truong Dinh Street, District 3, Thành phố Hồ Chí Minh, 72407, Việt Nam",,"Ngắm cảnh, Thành phố, ban công"
576. A25 Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26445270-Reviews-A25_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26445270-Reviews-A25_Hotel-Ho_Chi_Minh_City.html,A25 Hotel,,5.0,1.0,1.236.842 ₫ - 1.868.421 ₫,"55 Đ. Cach Mang Thang 8 Street, Thành phố Hồ Chí Minh, 71009, Việt Nam",,Thành phố
63. CityHouse - Villea,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26528255-Reviews-CityHouse_Villea-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26528255-Reviews-CityHouse_Villea-Ho_Chi_Minh_City.html,CityHouse - Villea,,5.0,9.0,657.895 ₫ - 2.552.632 ₫,"43 Nguyen Ba Tong Ward 11, Tan Binh district, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe có bảo vệ, Bãi đỗ xe miễn phí, Bếp nhỏ, Bảo vệ 24 giờ, Dịch vụ giặt là, Dọn phòng, Internet tốc độ miễn phí (WiFi), Khu vực ngồi, Khu để hành lý, Lò vi sóng, Ngắm cảnh thành phố, Nhìn ra tòa nhà, Nhận phòng / trả phòng nhanh, Nhận phòng 24 giờ, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, TV màn hình phẳng, Tủ quần áo / tủ để đồ, Vòi rửa vệ sinh","Hạng trung, Ngắm cảnh, Suite, Thành phố"
565. Mai Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d21126330-Reviews-Mai_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d21126330-Reviews-Mai_Hotel-Ho_Chi_Minh_City.html,Mai Hotel,,5.0,1.0,473.684 ₫ - 1.078.947 ₫,"54/53 Bach Dang Street Ward 2, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
566. Lyly's House,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23376367-Reviews-Lyly_s_House-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23376367-Reviews-Lyly_s_House-Ho_Chi_Minh_City.html,Lyly's House,,5.0,1.0,526.316 ₫ - 710.526 ₫,"101 Nguyễn Tư Nghiêm, Thành phố Hồ Chí Minh, 590000, Việt Nam",,Thành phố
567. Leaf Signature Hotel - Lá Group,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d25410951-Reviews-Leaf_Signature_Hotel_La_Group-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d25410951-Reviews-Leaf_Signature_Hotel_La_Group-Ho_Chi_Minh_City.html,Leaf Signature Hotel - Lá Group,,5.0,1.0,631.579 ₫ - 1.500.000 ₫,"5 Truong Quyen Phuong 6 Quan 3, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
568. Circadian Industrial Studios on Nguyen Hue,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19991297-Reviews-Circadian_Industrial_Studios_on_Nguyen_Hue-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19991297-Reviews-Circadian_Industrial_Studios_on_Nguyen_Hue-Ho_Chi_Minh_City.html,Circadian Industrial Studios on Nguyen Hue,,5.0,1.0,1.289.474 ₫ - 3.710.526 ₫,"42 Nguyễn Huệ, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
557. Tuong VI Corner Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d21342897-Reviews-Tuong_VI_Corner_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d21342897-Reviews-Tuong_VI_Corner_Hotel-Ho_Chi_Minh_City.html,Tuong VI Corner Hotel,,5.0,1.0,921.053 ₫ - 1.394.737 ₫,"740/15A Sư Vạn Hạnh, Ward 12, District 10, Thành phố Hồ Chí Minh, 72510, Việt Nam",,Thành phố
82. La Doma en Adagio - Sleep and Heal,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32976766-Reviews-La_Maison_En_Adagio_Sleep_And_Heal-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32976766-Reviews-La_Maison_En_Adagio_Sleep_And_Heal-Ho_Chi_Minh_City.html,La Doma en Adagio - Sleep and Heal,,5.0,46.0,631.579 ₫ - 1.157.895 ₫,"42/4a Trần Đình Xu P. Cô Giang, Q.1, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe, Bồn tắm / vòi sen, Cà phê hòa tan miễn phí, Internet tốc độ miễn phí (WiFi), Khu vực ngồi, Nhận phòng 24 giờ, Tiếp tân 24 giờ, Xe đưa đón sân bay, Ô dù, Điều hòa nhiệt độ, Đổi tiền",Thành phố
67. El Pino Realm - Managed By CityHouse,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33026020-Reviews-El_Pino_Realm_Managed_By_CityHouse-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33026020-Reviews-El_Pino_Realm_Managed_By_CityHouse-Ho_Chi_Minh_City.html,El Pino Realm - Managed By CityHouse,878253545.0,5.0,22.0,1.736.842 ₫ - 5.842.105 ₫,"70-72-74 Pho Duc Chinh Phuong Nguyen Thai Bình, Quan 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Hạng trung, Ngắm cảnh, Thành phố"
543. Hera Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20941263-Reviews-Hera_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20941263-Reviews-Hera_Hotel-Ho_Chi_Minh_City.html,Hera Hotel,,5.0,1.0,500.000 ₫ - 1.263.158 ₫,"Số 06, Sông Đà, Phường 2, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
545. Edoya Hotel Dong Khoi,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26448423-Reviews-Edoya_Hotel_Dong_Khoi-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26448423-Reviews-Edoya_Hotel_Dong_Khoi-Ho_Chi_Minh_City.html,Edoya Hotel Dong Khoi,,5.0,1.0,1.157.895 ₫ - 1.394.737 ₫,"18 Đông Du, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
530. IconSphere Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33859392-Reviews-IconSphere_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33859392-Reviews-IconSphere_Hotel-Ho_Chi_Minh_City.html,IconSphere Hotel,,5.0,2.0,2.184.211 ₫ - 3.552.632 ₫,"39 Nam Ky Khoi Nghia,District 01, Thành phố Hồ Chí Minh, 848, Việt Nam",,Thành phố
HUALUXE Hotels and Resorts Kunming by IHG,https://www.tripadvisor.com.vn/Hotel_Review-g298558-d12030512-Reviews-HUALUXE_Hotels_and_Resorts_Kunming_by_IHG-Kunming_Yunnan.html,https://www.tripadvisor.com.vn/Hotel_Review-g298558-d12030512-Reviews-HUALUXE_Hotels_and_Resorts_Kunming_by_IHG-Kunming_Yunnan.html,HUALUXE Hotels and Resorts Kunming by IHG,120852336.0,5.0,2586.0,2.500.000 ₫ - 4.184.211 ₫,"No.5 West Hongta Road, Xishan District, Côn Minh, 650228, Trung Quốc","Bãi đỗ xe miễn phí, Bể bơi, Các hoạt động cho trẻ em (Phù hợp với trẻ em / gia đình), Có phòng hút thuốc, Dịch vụ phòng, Dọn phòng, Internet tốc độ miễn phí (WiFi), Két sắt, Phòng không hút thuốc, Phòng Suite, Quầy bar / sảnh chờ, Quầy bar mini, Tiện nghi cho hội nghị, Trung tâm thể dục thẩm mỹ, Trẻ em lưu trú miễn phí, Tủ lạnh, Điều hòa nhiệt độ",Suite
89. Celine Living Central Suites and Spa,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26566207-Reviews-Celine_Living_Central_Suites_and_Spa-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26566207-Reviews-Celine_Living_Central_Suites_and_Spa-Ho_Chi_Minh_City.html,Celine Living Central Suites and Spa,,5.0,9.0,1.078.947 ₫ - 3.500.000 ₫,"231 Nguyen Dinh Chieu Phuong 5, Quan 3, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
74. GRAND HOTEL du LAC Boutique Saigon,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33376971-Reviews-GRAND_HOTEL_du_LAC_Boutique_Saigon-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33376971-Reviews-GRAND_HOTEL_du_LAC_Boutique_Saigon-Ho_Chi_Minh_City.html,GRAND HOTEL du LAC Boutique Saigon,,5.0,172.0,3.184.211 ₫ - 7.131.579 ₫,"40-42 Đ. Phan Bội Châu Ben Thanh Ward, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
519. Express By M Village Dinh Cong Trang,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27160105-Reviews-Express_By_M_Village_Dinh_Cong_Trang-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27160105-Reviews-Express_By_M_Village_Dinh_Cong_Trang-Ho_Chi_Minh_City.html,Express By M Village Dinh Cong Trang,,5.0,1.0,868.421 ₫ - 1.605.263 ₫,"22-24 Dinh Cong Trang Street District 1, Thành phố Hồ Chí Minh, 70000, Việt Nam","Phòng không hút thuốc, Điều hòa nhiệt độ",Thành phố
516. Ly Ly Hotel 2,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32702055-Reviews-Ly_Ly_Hotel_2-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32702055-Reviews-Ly_Ly_Hotel_2-Ho_Chi_Minh_City.html,Ly Ly Hotel 2,,5.0,1.0,921.053 ₫ - 2.526.316 ₫,"344a Đường Số 1, Thành phố Hồ Chí Minh, 71908, Việt Nam",,Thành phố
518. Galaxy Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23991359-Reviews-Galaxy_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23991359-Reviews-Galaxy_Hotel-Ho_Chi_Minh_City.html,Galaxy Hotel,,5.0,1.0,421.053 ₫ - 815.789 ₫,"38/6 Đ. Lam Sơn, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
515. M Village Lý Chính Thắng,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27153203-Reviews-M_Village_Ly_Chinh_Th_ng-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27153203-Reviews-M_Village_Ly_Chinh_Th_ng-Ho_Chi_Minh_City.html,M Village Lý Chính Thắng,,5.0,1.0,868.421 ₫ - 1.815.789 ₫,"127 Ly Chinh Thang, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
517. BLESSED Hotel & Bistro,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20395843-Reviews-BLESSED_Hotel_Bistro-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20395843-Reviews-BLESSED_Hotel_Bistro-Ho_Chi_Minh_City.html,BLESSED Hotel & Bistro,,5.0,1.0,842.105 ₫ - 1.289.474 ₫,"46-48 Khu Phố Hưng Gia 1 Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 70000, Việt Nam",,"Ngắm cảnh, Thành phố"
Khu du lịch sinh thái Bản Hồ,https://www.tripadvisor.com.vn/Hotel_Review-g1544599-d20989969-Reviews-Eco_Nature_Village_Ban_Ho_Ha_Giang-Ha_Giang_Ha_Giang_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g1544599-d20989969-Reviews-Eco_Nature_Village_Ban_Ho_Ha_Giang-Ha_Giang_Ha_Giang_Province.html,Khu du lịch sinh thái Bản Hồ,,5.0,1.0,,"KM 16 Highway 2 Lang Khen Village Dao Duc Commune, Vi Xuyen District, Hà Giang, 313470, Việt Nam",,
542. M Village Hotel Nguyen Kiem,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27654211-Reviews-M_Village_Hotel_Nguyen_Kiem-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27654211-Reviews-M_Village_Hotel_Nguyen_Kiem-Ho_Chi_Minh_City.html,M Village Hotel Nguyen Kiem,,5.0,1.0,868.421 ₫ - 1.763.158 ₫,"659 Nguyen Kiem Ward 9, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
541. Express by M Village Nguyen Binh Khiem,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28656831-Reviews-Express_by_M_Village_Nguyen_Binh_Khiem-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28656831-Reviews-Express_by_M_Village_Nguyen_Binh_Khiem-Ho_Chi_Minh_City.html,Express by M Village Nguyen Binh Khiem,,5.0,1.0,973.684 ₫ - 2.184.211 ₫,"25/14 Nguyen Binh Khiem Street, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
279. Convinia Home - Trương Quyền,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32867759-Reviews-Convinia_Home_Truong_Quyen-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32867759-Reviews-Convinia_Home_Truong_Quyen-Ho_Chi_Minh_City.html,Convinia Home - Trương Quyền,,5.0,2.0,500.000 ₫ - 1.105.263 ₫,"36 Truong Quyen, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bãi đỗ xe, Dịch vụ giặt là, Dịch vụ xe buýt đưa đón, Giặt khô, Internet miễn phí, Ngắm cảnh thành phố, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Wifi, Xe đưa đón sân bay, Ô dù","Ngắm cảnh, Suite, Thành phố"
280. Park Hill Hotel & Apartment,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15591345-Reviews-Park_Hill_Hotel_Apartment-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15591345-Reviews-Park_Hill_Hotel_Apartment-Ho_Chi_Minh_City.html,Park Hill Hotel & Apartment,,5.0,4.0,526.316 ₫ - 789.474 ₫,"67 Lê Văn Thiêm Hung Phuoc 3, Tan Phong Ward, District 7, Phu My Hung, Thành phố Hồ Chí Minh, 72915, Việt Nam",,Thành phố
