hotel_name,hotel_url,detail_url,name_detail,phone,ratingValue,reviewCount,priceRange,address,amenities,room_types
461. Saigon CuCu Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20297801-Reviews-Saigon_CuCu_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20297801-Reviews-Saigon_CuCu_Hotel-Ho_Chi_Minh_City.html,Saigon CuCu Hotel,,5.0,4.0,315.789 ₫ - 947.368 ₫,"244 Đường Trần Hưng Đạo Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
462. Emerald Apartments,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28815839-Reviews-Emerald_Apartments-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28815839-Reviews-Emerald_Apartments-Ho_Chi_Minh_City.html,Emerald Apartments,,5.0,3.0,552.632 ₫ - 1.447.368 ₫,"107/11 Trương Định District 3, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe có người phục vụ, Bảo vệ 24 giờ, Giường sofa, Internet miễn phí, Khu để hành lý, Lò vi sóng, Màn che ánh sáng, Máy sao chép / máy fax ở quầy dịch vụ văn phòng, Nhìn ra tòa nhà, Phòng không hút thuốc, Phòng cho gia đình, Phòng không gây dị ứng, Truyền hình cáp / truyền hình vệ tinh, Trà miễn phí, Trẻ em lưu trú miễn phí, Vòi rửa vệ sinh, Xe đưa đón sân bay, Điều hòa nhiệt độ",Thành phố
218. Love Luxury Hotel Vườn Lài,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33284905-Reviews-Love_Luxury_Hotel_Vu_n_Lai-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33284905-Reviews-Love_Luxury_Hotel_Vu_n_Lai-Ho_Chi_Minh_City.html,Love Luxury Hotel Vườn Lài,,5.0,3.0,342.105 ₫ - 789.474 ₫,"398/1/16 Vườn Lài Quận 12, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
232. Cozi 5 Hotel & Apartment,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23463969-Reviews-Cozi_5_Hotel_Apartment-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23463969-Reviews-Cozi_5_Hotel_Apartment-Ho_Chi_Minh_City.html,Cozi 5 Hotel & Apartment,,5.0,16.0,342.105 ₫ - 1.315.789 ₫,"R4-54-55 Hung Gia 2 - Tan Phong, Thành phố Hồ Chí Minh, 72900, Việt Nam","Bãi đỗ xe công cộng miễn phí ở gần, Bãi đỗ xe đường phố, Bồn tắm / vòi sen, Internet tốc độ miễn phí (WiFi), Két sắt, Nước đóng chai, Điều hòa nhiệt độ",Thành phố
475. Ailen Garden Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d25409583-Reviews-Ailen_Garden_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d25409583-Reviews-Ailen_Garden_Hotel-Ho_Chi_Minh_City.html,Ailen Garden Hotel,,5.0,2.0,526.316 ₫ - 1.157.895 ₫,"283/33 Pham Ngu Lao, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
244. Ngoi Sao Phuong Nam Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15517437-Reviews-Ngoi_Sao_Phuong_Nam_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15517437-Reviews-Ngoi_Sao_Phuong_Nam_Hotel-Ho_Chi_Minh_City.html,Ngoi Sao Phuong Nam Hotel,,5.0,1.0,289.474 ₫ - 1.210.526 ₫,"41/2 Kp3, Duong Tan Thoi Nhat 01, Thành phố Hồ Chí Minh, Việt Nam","Bồn tắm nước nóng, Dịch vụ giặt là",Thành phố
236. El Ocaso - Khách sạn và Căn hộ,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23447019-Reviews-El_Ocaso_Hotel_and_Apartments-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23447019-Reviews-El_Ocaso_Hotel_and_Apartments-Ho_Chi_Minh_City.html,El Ocaso - Khách sạn và Căn hộ,,5.0,13.0,657.895 ₫ - 1.184.211 ₫,"22 Khu Phố Hưng Phước 2 Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 70000, Việt Nam",,"Hạng trung, Ngắm cảnh, Thành phố"
225. Amanaki Thao Dien Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d24971339-Reviews-Amanaki_Thao_Dien_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d24971339-Reviews-Amanaki_Thao_Dien_Hotel-Ho_Chi_Minh_City.html,Amanaki Thao Dien Hotel,,5.0,9.0,2.947.368 ₫ - 4.815.789 ₫,"10 Nguyen Dang Giai Thao Dien, Thu Duc City, Thành phố Hồ Chí Minh, 720300, Việt Nam",,"Ngắm cảnh, Thành phố"
485. The Hub Hotel - Airport,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33114912-Reviews-The_Hub_Hotel_Airport-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33114912-Reviews-The_Hub_Hotel_Airport-Ho_Chi_Minh_City.html,The Hub Hotel - Airport,,5.0,1.0,947.368 ₫ - 1.236.842 ₫,"66A Đ. Phổ Quang Phường 2, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
488. G'Villa Thao Dien,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33929395-Reviews-G_Villa_Thao_Dien-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33929395-Reviews-G_Villa_Thao_Dien-Ho_Chi_Minh_City.html,G'Villa Thao Dien,,5.0,1.0,973.684 ₫ - 1.578.947 ₫,"No.18, 63 Street, Thao Dien, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
490. Căn hộ Sailing Tower City Central,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d34015620-Reviews-Sailing_Tower_City_Central_Apartments-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d34015620-Reviews-Sailing_Tower_City_Central_Apartments-Ho_Chi_Minh_City.html,Căn hộ Sailing Tower City Central,,5.0,1.0,2.263.158 ₫ - 7.394.737 ₫,"51 Nguyen Thi Minh Khai Street, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
200. Kin Hotel Hai Ba Trung,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33311658-Reviews-Kin_Hotel_Hai_Ba_Trung-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33311658-Reviews-Kin_Hotel_Hai_Ba_Trung-Ho_Chi_Minh_City.html,Kin Hotel Hai Ba Trung,,5.0,31.0,2.421.053 ₫ - 5.552.632 ₫,"40 Hai Bà Trưng, Thành phố Hồ Chí Minh, 700000, Việt Nam","Internet tốc độ miễn phí (WiFi), Điều hòa nhiệt độ",Thành phố
444. Fortune 1127 Central Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d9858895-Reviews-Fortune_1127_Central_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d9858895-Reviews-Fortune_1127_Central_Hotel-Ho_Chi_Minh_City.html,Fortune 1127 Central Hotel,,5.0,2.0,526.316 ₫ - 1.473.684 ₫,"1127 Tran Hung Dao, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bãi đỗ xe, Bảo vệ 24 giờ, Bồn tắm / vòi sen, Dịch vụ phòng, Dịch vụ taxi, Internet tốc độ miễn phí (WiFi), Khu vực ngồi, Khu để hành lý, Máy sấy tóc, Nhà hàng, Phòng cho gia đình, Phòng tắm hơi, Quầy bar mini, Spa, Điều hòa nhiệt độ",Thành phố
189. Le Saigon Grand Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33676310-Reviews-Le_Saigon_Grand_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33676310-Reviews-Le_Saigon_Grand_Hotel-Ho_Chi_Minh_City.html,Le Saigon Grand Hotel,,5.0,1.0,1.131.579 ₫ - 1.763.158 ₫,"76 - 78 Hồng Hà, Phường Tân Sơn Hòa, Hồ Chí Minh Tan Binh District, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
266. Nexus House Nguyễn Bỉnh Khiêm,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d29358537-Reviews-Nexus_Nguy_n_B_nh_Khiem-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d29358537-Reviews-Nexus_Nguy_n_B_nh_Khiem-Ho_Chi_Minh_City.html,Nexus House Nguyễn Bỉnh Khiêm,,5.0,3.0,631.579 ₫ - 1.736.842 ₫,"111 Đ. Nguyễn Bỉnh Khiêm Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
2. Sotetsu Grand Fresa Saigon,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26368813-Reviews-Sotetsu_Grand_Fresa_Saigon-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26368813-Reviews-Sotetsu_Grand_Fresa_Saigon-Ho_Chi_Minh_City.html,Sotetsu Grand Fresa Saigon,,4.9,273.0,2.210.526 ₫ - 3.894.737 ₫,"8 Ly Tu Trong Sai Gon Ward, District 1, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe riêng trả phí trong khuôn viên, Bảo vệ 24 giờ, Bể bơi, Dịch vụ taxi, Dọn phòng, Internet tốc độ miễn phí (WiFi), Màn che ánh sáng, Ngắm cảnh thành phố, Nhà hàng, Phòng không hút thuốc, Phòng cách âm, Phòng họp, Trung tâm thể dục thẩm mỹ, Truyền hình cáp / truyền hình vệ tinh, Tủ lạnh, Vòi rửa vệ sinh, Điều hòa nhiệt độ","Công tác, Hạng trung, Ngắm cảnh, Phòng cách âm, Thành phố"
49. Christina's Saigon Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d8036501-Reviews-Christina_s_Hotel_Cafe-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d8036501-Reviews-Christina_s_Hotel_Cafe-Ho_Chi_Minh_City.html,Christina's Saigon Hotel,,4.9,641.0,894.737 ₫ - 1.631.579 ₫,"212/ 212B Đ. Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Thành phố, bếp nhỏ"
11. Silverland Mây Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26244341-Reviews-Silverland_May_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26244341-Reviews-Silverland_May_Hotel-Ho_Chi_Minh_City.html,Silverland Mây Hotel,,4.9,1192.0,3.000.000 ₫ - 7.394.737 ₫,"28 - 30 Thi Sách Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
Hotel Indigo Saigon the City by IHG,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26848304-Reviews-Hotel_Indigo_Saigon_the_City_by_IHG-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26848304-Reviews-Hotel_Indigo_Saigon_the_City_by_IHG-Ho_Chi_Minh_City.html,Hotel Indigo Saigon the City by IHG,120852336.0,4.9,190.0,4.289.474 ₫ - 9.078.947 ₫,"9 - 11 Ly Tu Trong Street Saigon Ward, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
18. Signature By M Village Le Thanh Ton,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26506936-Reviews-Signature_By_M_Village_Le_Thanh_Ton-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26506936-Reviews-Signature_By_M_Village_Le_Thanh_Ton-Ho_Chi_Minh_City.html,Signature By M Village Le Thanh Ton,,4.9,656.0,2.947.368 ₫ - 6.000.000 ₫,"24 Le Thanh Ton, Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
Sofitel Guangzhou Sunrich,https://www.tripadvisor.com.vn/Hotel_Review-g298555-d1901388-Reviews-Sofitel_Guangzhou_Sunrich-Guangzhou_Guangdong.html,https://www.tripadvisor.com.vn/Hotel_Review-g298555-d1901388-Reviews-Sofitel_Guangzhou_Sunrich-Guangzhou_Guangdong.html,Sofitel Guangzhou Sunrich,,4.9,7486.0,2.526.316 ₫ - 4.473.684 ₫,"988 Guangzhou Da Dao Zhong Tianhe District, Quảng Châu, 510620, Trung Quốc",,
267. NTA Tower,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15584763-Reviews-NTA_Tower-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15584763-Reviews-NTA_Tower-Ho_Chi_Minh_City.html,NTA Tower,,4.9,7.0,1.500.000 ₫ - 2.263.158 ₫,"171-173 Điện Biên Phủ Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Ngắm cảnh, Thành phố"
271. The White Guest House,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15801515-Reviews-The_White_Guest_House-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15801515-Reviews-The_White_Guest_House-Ho_Chi_Minh_City.html,The White Guest House,,4.9,20.0,421.053 ₫ - 684.211 ₫,"26/5 Đỗ Quang Đẩu, Phường Phạm Ngũ Lão, Quận 1 Pham Ngu Lao Ward, District 1, Thành phố Hồ Chí Minh, 700000, Việt Nam","Các hoạt động cho trẻ em (Phù hợp với trẻ em / gia đình), Dịch vụ phòng, Internet tốc độ miễn phí (WiFi), Khu để hành lý, Màn che ánh sáng, Nhân viên hỗ trợ tiền sảnh, Nhận phòng 24 giờ, Phòng không hút thuốc, Phòng cách âm, Phòng tắm riêng, Tiếp tân 24 giờ, Tủ lạnh, Xe đưa đón sân bay, Điều hòa nhiệt độ, Đồ uống chào mừng miễn phí","Phòng cách âm, Thành phố"
510. Saigon Cactus Homestay,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13980296-Reviews-Saigon_Cactus_Homestay-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13980296-Reviews-Saigon_Cactus_Homestay-Ho_Chi_Minh_City.html,Saigon Cactus Homestay,,4.9,28.0,394.737 ₫ - 1.026.316 ₫,"393/30 Trần Hưng Đạo Phường Cau Kho, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Thành phố, bếp nhỏ"
166. MTA Calmette - By CityHouse,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33216929-Reviews-MTA_Calmette_By_CityHouse-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33216929-Reviews-MTA_Calmette_By_CityHouse-Ho_Chi_Minh_City.html,MTA Calmette - By CityHouse,878253545.0,4.9,10.0,763.158 ₫ - 1.736.842 ₫,"54 Đ. Calmette Phường Nguyễn Thái Bình, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Ngắm cảnh, Thành phố"
344. Hostie Saigon Wanderlust Home,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19065476-Reviews-Hostie_Saigon_Wanderlust_Home-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19065476-Reviews-Hostie_Saigon_Wanderlust_Home-Ho_Chi_Minh_City.html,Hostie Saigon Wanderlust Home,,4.9,11.0,289.474 ₫ - 552.632 ₫,"214/B14/A3 Nguyễn Trãi Nguyễn Cư Trinh Ward, Quận 1, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bàn làm việc, Bãi đỗ xe miễn phí, Bữa sáng miễn phí, Giường siêu dài, Internet tốc độ miễn phí (WiFi), Màn che ánh sáng, Máy pha cà phê / trà, Mạng truyền hình dành cho trẻ em, Ngắm cảnh thành phố, Nhân viên giải trí, Phòng không hút thuốc, Phòng cho gia đình, Phòng chơi game, Phòng họp, Phòng không gây dị ứng, Truyền hình cáp / truyền hình vệ tinh, Vòi rửa vệ sinh, Xe đưa đón sân bay, Điều hòa nhiệt độ","Ngắm cảnh, Thành phố"
21. Khách Sạn & Căn hộ Oakwood Sài Gòn,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d24983800-Reviews-Oakwood_Hotel_Apartments_Saigon-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d24983800-Reviews-Oakwood_Hotel_Apartments_Saigon-Ho_Chi_Minh_City.html,Khách Sạn & Căn hộ Oakwood Sài Gòn,,4.9,106.0,1.710.526 ₫ - 3.947.368 ₫,"330A - 330B Đường Ung Văn Khiêm 330a – 330b Ung Văn Khiêm Phường 25, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe miễn phí, Bếp nhỏ, Bảo vệ 24 giờ, Dịch vụ taxi hoặc xe đưa đón miễn phí, Giường siêu dài, Internet tốc độ miễn phí (WiFi), Khu ăn uống, Khu để hành lý, Ngắm cảnh thành phố, Nhìn ra tòa nhà, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Quầy bar / sảnh chờ, Trung tâm thể dục thẩm mỹ, Truyền hình cáp / truyền hình vệ tinh, Trẻ em lưu trú miễn phí, Vòi sen đứng, Áo choàng tắm, Điều hòa nhiệt độ","Ngắm cảnh, Suite, Thành phố"
"7. Vinpearl Landmark 81, Autograph Collection",https://www.tripadvisor.com.vn/Hotel_Review-g293925-d16783440-Reviews-Vinpearl_Landmark_81_Autograph_Collection-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d16783440-Reviews-Vinpearl_Landmark_81_Autograph_Collection-Ho_Chi_Minh_City.html,"Vinpearl Landmark 81, Autograph Collection",,4.9,1232.0,5.552.632 ₫ - 11.289.474 ₫,"720a Dien Bien Phu Landmark 81, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Ngắm cảnh, Thành phố"
8. Holiday Inn & Suites Saigon Airport By IHG,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15808714-Reviews-Holiday_Inn_Suites_Saigon_Airport_By_IHG-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15808714-Reviews-Holiday_Inn_Suites_Saigon_Airport_By_IHG-Ho_Chi_Minh_City.html,Holiday Inn & Suites Saigon Airport By IHG,120852336.0,4.9,801.0,2.447.368 ₫ - 4.131.579 ₫,"18E Cộng Hòa Tan Son Nhat Ward, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bowling ngoài khuôn viên, Bàn làm việc, Bãi đỗ xe miễn phí, Bể bơi, Giường sofa, Internet tốc độ miễn phí (WiFi), Màn che ánh sáng, Máy pha cà phê / trà, Ngắm cảnh thành phố, Nhìn ra bể bơi, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Phòng cách âm, Phòng cô dâu, Quầy bar / sảnh chờ, Sân quần vợt ngoài khuôn viên, Trung tâm thể dục thẩm mỹ, Truyền hình cáp / truyền hình vệ tinh, Trẻ em lưu trú miễn phí, Vòi rửa vệ sinh, Điều hòa nhiệt độ","Công tác, Ngắm cảnh, Phòng cách âm, Suite, Thành phố"
9. Silverland Sil Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2299912-Reviews-Silverland_Sil_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2299912-Reviews-Silverland_Sil_Hotel-Ho_Chi_Minh_City.html,Silverland Sil Hotel,,4.9,352.0,2.105.263 ₫ - 4.342.105 ₫,"20 - 22 - 24 Thái Văn Lung Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Công tác, Thành phố"
237. Kin Hotel Thai Van Lung,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28206128-Reviews-Kin_Hotel_Thai_Van_Lung-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28206128-Reviews-Kin_Hotel_Thai_Van_Lung-Ho_Chi_Minh_City.html,Kin Hotel Thai Van Lung,,4.9,35.0,2.447.368 ₫ - 4.763.158 ₫,"36-38 Thai Van Lung Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 710175, Việt Nam",,Thành phố
Sedona Suites Ho Chi Minh City,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d301919-Reviews-Sedona_Suites_Ho_Chi_Minh_City-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d301919-Reviews-Sedona_Suites_Ho_Chi_Minh_City-Ho_Chi_Minh_City.html,Sedona Suites Ho Chi Minh City,,4.9,397.0,3.763.158 ₫ - 11.578.947 ₫,"67 Le Loi Boulevard Saigon Center, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bãi đỗ xe riêng trả phí trong khuôn viên, Bể bơi, Giường siêu dài, Internet tốc độ miễn phí (WiFi), Màn che ánh sáng, Máy pha cà phê / trà, Mạng truyền hình dành cho trẻ em, Ngắm cảnh thành phố, Nhìn ra bể bơi, Nhìn ra tòa nhà, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Phòng chơi game, Phòng cách âm, Phòng tắm phụ, Quầy bar / sảnh chờ, Sân chơi cho trẻ em, Trung tâm thể dục thẩm mỹ, Truyền hình cáp / truyền hình vệ tinh, Vòi rửa vệ sinh, Điều hòa nhiệt độ","Ngắm cảnh, Phòng cách âm, Suite, Thành phố, bếp nhỏ"
115. Piano Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19881170-Reviews-Piano_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d19881170-Reviews-Piano_Hotel-Ho_Chi_Minh_City.html,Piano Hotel,,4.9,15.0,815.789 ₫ - 1.289.474 ₫,"165/42 Nguyễn Thái Bình Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
148. M Village Hai Bà Trưng,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26813749-Reviews-M_Village_Hotel_Hai_Ba_Trung-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26813749-Reviews-M_Village_Hotel_Hai_Ba_Trung-Ho_Chi_Minh_City.html,M Village Hai Bà Trưng,,4.9,26.0,1.421.053 ₫ - 3.500.000 ₫,"180A Hai Bà Trưng Da Kao, Quận 1, Thành phố Hồ Chí Minh, 70000, Việt Nam","Internet tốc độ miễn phí (WiFi), Khách sạn không hút thuốc, Khu vui chơi trong nhà cho trẻ em, Máy giặt, Phòng bếp chung, Quầy đồ ăn nhanh, Tự giặt là, Wifi, Điều hòa nhiệt độ",Thành phố
298. M Village Hotel Tao Dan Park,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27982099-Reviews-M_Village_Hotel_Tao_Dan_Park-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27982099-Reviews-M_Village_Hotel_Tao_Dan_Park-Ho_Chi_Minh_City.html,M Village Hotel Tao Dan Park,,4.9,26.0,1.394.737 ₫ - 3.157.895 ₫,"14 Truong Dinh Street, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bảo vệ 24 giờ, Internet tốc độ miễn phí (WiFi), Khu vực ngồi, Khu vực sảnh chờ / khu ngồi xem TV chung, Két sắt, Máy sấy tóc, Mạng truyền hình dành cho trẻ em, Nhận phòng 24 giờ, Quầy bar / sảnh chờ, Tiếp tân 24 giờ, Trung tâm thể dục thẩm mỹ, Điều hòa nhiệt độ",Thành phố
175. Emerald Serviced Apartments,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12945125-Reviews-Emerald_Serviced_Apartments-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12945125-Reviews-Emerald_Serviced_Apartments-Ho_Chi_Minh_City.html,Emerald Serviced Apartments,,4.9,10.0,394.737 ₫ - 1.184.211 ₫,"159 - 161 Pham Thai Buong St, Tan Phong ward, District 7, Thành phố Hồ Chí Minh, Việt Nam","Bàn làm việc, Bãi đỗ xe miễn phí, Bếp nhỏ, Bảo vệ 24 giờ, Bồn tắm / vòi sen, Các hoạt động cho trẻ em (Phù hợp với trẻ em / gia đình), Có phục vụ bữa sáng, Dịch vụ phòng, Dọn phòng, Internet tốc độ miễn phí (WiFi), Khu để hành lý, Lò vi sóng, Máy sấy tóc, Nhận phòng / trả phòng nhanh, Phòng không hút thuốc, Phòng Suite, Xe đưa đón sân bay, Điều hòa nhiệt độ","Hạng trung, Suite, Thành phố, bếp nhỏ"
129. Sherwood Suites,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13201752-Reviews-Sherwood_Suites-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13201752-Reviews-Sherwood_Suites-Ho_Chi_Minh_City.html,Sherwood Suites,,4.9,712.0,2.526.316 ₫ - 5.973.684 ₫,"192 Nam Ky Khoi Nghia, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Suite, Thành phố, bếp nhỏ"
281. Oakwood Residence Saigon,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13415480-Reviews-Oakwood_Residence_Saigon-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13415480-Reviews-Oakwood_Residence_Saigon-Ho_Chi_Minh_City.html,Oakwood Residence Saigon,2837753999.0,4.9,197.0,2.500.000 ₫ - 4.236.842 ₫,"1056A Nguyễn Văn Linh Tan Phong Ward, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe riêng trả phí trong khuôn viên, Bể bơi, Cho thuê xe đạp, Có phòng hút thuốc, Có xe đạp, Cửa hàng cà phê, Internet tốc độ miễn phí (WiFi), Màn che ánh sáng, Máy pha cà phê / trà, Ngắm cảnh thành phố, Nhìn ra bể bơi, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Phòng không gây dị ứng, Phòng tắm phụ, Sân chơi cho trẻ em, Trung tâm thể dục thẩm mỹ, Truyền hình cáp / truyền hình vệ tinh, Vòi rửa vệ sinh, Điều hòa nhiệt độ","Ngắm cảnh, Suite, Thành phố"
141. Silverland Ben Thanh,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26709527-Reviews-Silverland_Ben_Thanh-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26709527-Reviews-Silverland_Ben_Thanh-Ho_Chi_Minh_City.html,Silverland Ben Thanh,,4.9,627.0,3.236.842 ₫ - 7.973.684 ₫,"14 - 16 Le Lai Street Ben Thanh Ward, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
370. Saigonnais Homestay,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13328641-Reviews-Saigonnais_Homestay-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13328641-Reviews-Saigonnais_Homestay-Ho_Chi_Minh_City.html,Saigonnais Homestay,,4.8,4.0,315.789 ₫ - 447.368 ₫,"1 Nguyễn Trung Trực P. Bến Thành, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
