Scenario,Hotel Name,Stars_Clean,District,Address,Room_Class,Room Type,Bed_Class,Bed Type,Final Price,Original Price,Discount %,Rating_Clean,Review Count,Location_Clean,Distance_KM,Free_Cancel_Bool,Breakfast_Bool,Badge_Clean,Adults,Children,Total_Guests,Check-in
Random_5A_0C_4R,Phú Gia Luxury,3.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ King,Double/Large,Phòng Superior Có Giường Cỡ King,2400000,3200000,25.0,9.5,33.0,9.9,4.1,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Stay&Chill H.2 Steps away from bustling Bui Vien,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Nhà 1 Phòng ngủ,Double/Large,1 giường đôi,1500000,1500000,0.0,4.0,1.0,,1.8,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,"Moxy HCMC Aparts - Vinhomes Central Park, Ice Rink",4.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,3 giường đôi lớn,2772000,2772000,0.0,6.3,141.0,,3.0,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Hotel thanh vinh,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Other,Phòng Tiêu Chuẩn Có Giường Cỡ King,Double/Large,4 giường đôi lớn,1600000,1600000,0.0,8.2,230.0,,4.0,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Lam Kinh Hotel,3.0,Quận 5,"Quận 5, TP. Hồ Chí Minh",Other,Phòng Tiêu Chuẩn Có Giường Cỡ King,Double/Large,4 giường đôi lớn,2760000,3325300,17.0,7.7,338.0,,4.2,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,"Rivergate Residence D4 - Luxury Studios & 2-3 Bedrooms - Central District 4, Next to District 1 City Centre",4.0,Quận 4,"Quận 4, TP. Hồ Chí Minh (Bach Dang Riverside)",Family/Large,Căn Hộ Deluxe 3 Phòng Ngủ,Double/Large,3 giường đôi lớn,5500000,5500000,0.0,10.0,3.0,,1.6,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Bin Bin Hotel 7 - Near TON DUC THANG University,1.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe,Double/Large,1 giường đôi lớn,3791000,3791000,0.0,8.7,13.0,,3.5,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,"WINK HOTEL SAIGON CENTRE, Unscripted by Hyatt",4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 2 Giường Đơn,Single/Twin,Phòng 2 Giường Đơn,9500000,9500000,0.0,8.5,1.036,,1.7,0,1,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,A25 Hotel - 22 Nguyễn Cư Trinh,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,5453139,6732270,19.0,8.4,27.0,,1.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Muong Thanh Luxury Saigon Hotel,4.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn Nhìn Ra Thành Phố,Single/Twin,Phòng Deluxe 2 Giường Đơn Nhìn Ra Thành Phố,9840000,12000000,18.0,7.9,735.0,,3.9,1,1,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Vinhomes Central Park Sunflower apartment- Căn hộ dịch vụ cho thuê,0.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"4 giường (1 giường sofa, 3 giường đôi lớn)",3000000,3000000,0.0,,,,2.9,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Cashew Inn,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,3811500,6930000,45.0,9.3,16.0,9.5,1.5,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Saigon Chill River Gate Riverside District 4 Loft,0.0,Quận 4,"Quận 4, TP. Hồ Chí Minh (Bach Dang Riverside)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,3 giường đôi lớn,5044500,8550000,41.0,10.0,5.0,,1.5,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Soi by La Doma Express,4.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Apartment/Studio,Studio Tiêu Chuẩn,Double/Large,1 giường đôi lớn,3056350,5557000,45.0,9.1,16.0,,3.9,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Landmark Luxury Apartment 1234PN,0.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"4 giường (1 giường đôi rất lớn, 1 giường sofa, 2 giường đôi lớn)",3080000,3850000,20.0,7.5,4.0,,3.0,1,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,VH Apartment - Saigon City Center,0.0,Quận 4,"Quận 4, TP. Hồ Chí Minh",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"5 giường (3 giường đôi rất lớn, 2 nệm futon)",8008000,8008000,0.0,8.9,9.0,9.6,2.2,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Nguyệt Hà Hotel,0.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2040000,2040000,0.0,4.7,10.0,,2.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Khải Lộc Minh Hotel Hồ Chí Minh,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1632960,5832000,72.0,9.2,6.0,9.6,4.6,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,SaiGon Apartment Central Ben Thanh Market,4.0,Quận 4,"Quận 4, TP. Hồ Chí Minh (Bach Dang Riverside)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"4 giường (1 giường sofa, 3 giường đôi lớn)",4000000,4000000,0.0,8.8,31.0,,1.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Eastin Grand Hotel Saigon,5.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi/2 Giường Đơn,Double/Large,Phòng Superior Giường Đôi/2 Giường Đơn,13222744,17630324,25.0,8.6,1.63,,3.7,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,The Opera Residence - Luxury Infinity Pool&Sauna,4.0,Other,TP. Hồ Chí Minh,Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"3 giường (1 giường đôi rất lớn, 2 giường đôi lớn)",8750000,16203704,46.0,6.2,4.0,9.4,1.4,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,BOB Saigon Hotel,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Other,Phòng Tiêu Chuẩn Có Giường Cỡ King,Double/Large,2 giường đôi lớn,2660000,3800000,30.0,7.7,13.0,9.4,1.5,1,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,The Concept Hotel HCMC- District 1,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Bach Dang Riverside)",Presidential/Suite,Suite Có Giường Cỡ Queen,Double/Large,1 giường đôi lớn,7038000,7038000,0.0,8.5,330.0,,1.3,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Wander Lane Hotel & Coliving,0.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ Queen,Double/Large,2 giường đôi lớn,2777992,5342294,48.0,8.6,13.0,9.3,3.2,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Pony Bliss Haven - Sư Vạn Hạnh,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ King,Double/Large,Phòng Superior Có Giường Cỡ King,2800000,2800000,0.0,9.2,106.0,9.4,3.4,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,A25 Hotel - 142 Bùi Thị Xuân,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,5477757,6762665,19.0,8.6,34.0,9.4,1.5,0,1,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Vintage Hoang Phi Hotel & Spa - Walking Street,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,4600000,9200000,50.0,7.9,15.0,,1.3,1,0,Ưu Đãi Trong Thời Gian Có Hạn,5,0,5,12/17/2025
Random_5A_0C_4R,HoLo Central Saigon - Serviced HomeStay,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,2315528,2724150,15.0,8.0,90.0,,1.1,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Ngọc Lan Hotel,2.0,Quận 11,"Quận 11, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,2142250,3895000,45.0,7.5,53.0,,4.7,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Trang Thu 2 Hotel,2.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1400000,2000000,30.0,4.5,10.0,,2.9,1,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Bin Bin Hotel 3 - Near SC Vivo City D7,2.0,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2575800,2862000,10.0,7.5,10.0,,4.8,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,N&H House,0.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ Queen,Single/Twin,1 giường đơn,2740000,2740000,0.0,10.0,2.0,,4.9,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Landmark 81 LUNA Apartment - Condotel Luxury Residence,0.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,3 giường đôi lớn,3710250,4365000,15.0,10.0,3.0,,3.2,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Wah Fu Hotel,4.0,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,6000000,6000000,0.0,6.8,60.0,,3.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,T78 Hotel Managed by Nha khach T78,3.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Hạng Tiết Kiệm,Double/Large,Phòng Giường Đôi Hạng Tiết Kiệm,3447720,5652000,39.0,7.9,61.0,,1.9,1,1,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Khách sạn Bằng Lăng Tím,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình,Double/Large,1 giường đôi lớn,1760000,1760000,0.0,,,,3.7,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,ANH KHOA 1 HOTEL Quận 2,2.0,Other,TP. Hồ Chí Minh,Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1636000,1636000,0.0,6.7,55.0,,4.1,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Cát Tường Hotel,0.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi lớn,2250800,6620000,66.0,4.6,13.0,,1.1,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Andy's House,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Lớn,Double/Large,Phòng Giường Đôi Lớn,4221000,4221000,0.0,8.1,283.0,,1.9,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,CHEZ LOTUS VN,0.0,Quận 4,"Quận 4, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi lớn,2462400,4924800,50.0,8.1,133.0,,2.3,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Oasis Landmark Apartment,4.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,3 giường đôi lớn,5044500,8550000,41.0,8.6,15.0,,3.2,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,CitiNest Residence Bui Vien Signature,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Presidential/Suite,Suite 3 Phòng Ngủ,Double/Large,"4 giường (1 giường sofa, 3 giường đôi lớn)",5400000,9000000,40.0,8.5,223.0,,1.4,1,1,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Khách Sạn LAVENDER,0.0,Quận 4,"Quận 4, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1600000,1600000,0.0,5.0,2.0,,1.9,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Honey Wink - 5 Min Walk to Walking Street,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Căn hộ 3 Phòng ngủ có Tầm nhìn,Double/Large,3 giường đôi cực lớn,5000000,10000000,50.0,9.1,98.0,,1.5,1,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Hạt Nắng Garden - Homestay & Restaurant,0.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Có Ban Công,Double/Large,Phòng Giường Đôi Có Ban Công,2503464,2945250,15.0,8.4,19.0,,4.3,0,1,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Chez Lotus Rose,0.0,Quận 4,"Quận 4, TP. Hồ Chí Minh",Standard/Superior,Phòng Có Giường Cỡ Queen Với Ban Công,Double/Large,Phòng Có Giường Cỡ Queen Với Ban Công,2340000,2340000,0.0,8.6,102.0,,2.3,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Spacious Saigon - Infinity Pool in Rivergate,4.0,Quận 4,"Quận 4, TP. Hồ Chí Minh (Bach Dang Riverside)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"4 giường (3 giường đôi lớn, 1 nệm futon)",3700000,3700000,0.0,8.7,275.0,,1.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,"Phú Gia Hotel 99 Đường D1, KDC Him Lam, Tân Hưng, Quận7",0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Other,Phòng Tiêu Chuẩn Có Giường Cỡ King,Double/Large,2 giường đôi lớn,2632500,3510000,25.0,8.5,74.0,,4.2,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Golden Sun Hotel 8 - Phu My Hung,4.0,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,3645000,4050000,10.0,,,,4.9,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Vinhome Central Park Boutique Apartment,4.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Standard/Superior,Phòng 4 Người Có Ban Công,Double/Large,2 giường đôi cực lớn,2460000,2460000,0.0,5.5,2.0,,3.1,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,DNTN KHách Sạn Hải Thanh Ba,1.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh",Other,Phòng Tiêu Chuẩn Có Giường Cỡ King,Double/Large,4 giường đôi lớn,1722000,1722000,0.0,9.7,3.0,,3.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Landmark Vinhomes Emerald City,4.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Family/Large,Căn Hộ 3 Phòng Ngủ Có Ban Công,Double/Large,3 giường đôi lớn,3990000,7000000,43.0,10.0,4.0,,2.6,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Pynt Hotel 4,0.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,2856600,2856600,0.0,10.0,1.0,,2.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Victory Hotel 2A,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1975504,2036600,3.0,8.3,33.0,,4.3,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Beautiful Hotel Bui vien,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Other,Phòng Tiêu Chuẩn Có Giường Cỡ King,Double/Large,4 giường đôi lớn,2736000,7200000,62.0,7.5,20.0,,1.1,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Thiên Hà Hotel,1.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1836800,5248000,65.0,,,,4.7,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Lani Living - Ho Chi Minh City Centre,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,2 giường đôi lớn,4750000,4750000,0.0,10.0,4.0,,1.4,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Landmark Saigon Building,4.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ Có Ban Công,Double/Large,3 giường đôi lớn,4361000,8900000,51.0,8.1,26.0,9.4,3.3,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,An Nam Corner - Sky,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe,Double/Large,2 giường đôi lớn,1860000,1860000,0.0,5.2,169.0,,1.3,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Marie-Line Bis Hotel,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi Có Ban Công,Double/Large,Phòng Deluxe Giường Đôi Có Ban Công,2537000,2537000,0.0,8.7,3.0,,1.4,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Sunwah Pearl Suites,3.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ Có Ban Công,Double/Large,"3 giường (1 giường đôi rất lớn, 2 giường đôi lớn)",4277700,6111000,30.0,10.0,4.0,,2.5,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Du Thuyền Hotel Hồ Chí Minh,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2002000,5720000,65.0,7.5,4.0,,2.3,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Khách sạn Mỹ Anh,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1440000,1440000,0.0,7.3,24.0,,4.1,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Laregatta Boutique,0.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,3208500,3208500,0.0,8.3,24.0,,1.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,PH Hotel Near SECC Phu My Hung,3.0,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Standard/Superior,Phòng Có Giường Cỡ King Với Ban Công,Double/Large,Phòng Có Giường Cỡ King Với Ban Công,5294800,8540000,38.0,9.2,11.0,,4.9,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Mai House Saigon Hotel,5.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Premium/Luxury,Premium Club,Double/Large,4 giường đôi cực lớn,27132000,27132000,0.0,9.3,1.68,9.3,1.1,0,1,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,A25 Hotel - 274 Đề Thám,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,6007072,7416136,19.0,8.1,86.0,9.3,1.1,0,1,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Beautiful Bui vien Hotel,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Superior 3 Người,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",2779700,3610000,23.0,8.4,5.0,9.5,1.1,1,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Spring House Park View - Central City,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,Double/Large,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,3319803,5442300,39.0,7.9,33.0,9.4,1.1,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,MKA Summerset Rivergate Saigon Central,4.0,Quận 4,"Quận 4, TP. Hồ Chí Minh (Bach Dang Riverside)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"4 giường (2 giường đôi rất lớn, 1 giường sofa, 1 giường đôi lớn)",7560000,7560000,0.0,10.0,73.0,,1.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Novotel Saigon Centre,4.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior 2 Giường Đơn,Single/Twin,Phòng Superior 2 Giường Đơn,16840000,16840000,0.0,8.7,360.0,,1.0,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Mỹ Hảo Hotel - Quận 10,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,1720000,5308642,67.6,7.7,6.0,,3.7,1,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,LuvFlix,0.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,2400000,2400000,0.0,,,,2.7,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,The Urban Nest Opera Apartment with Free SIM for 3 Nights and Free Airport Pickup for 5 Nights,3.0,Other,TP. Hồ Chí Minh,Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"3 giường (2 giường đôi rất lớn, 1 giường đôi lớn)",4972500,5850000,15.0,,,,1.5,0,0,Ưu Đãi Cuối Năm,5,0,5,12/17/2025
Random_5A_0C_4R,Khách Sạn Phương Anh,2.0,Quận 8,"Quận 8, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1488000,1488000,0.0,,,,4.1,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Paulatim House Saigon,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,2587500,2587500,0.0,8.7,221.0,9.4,1.2,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,The Common Room,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi,3495938,6991875,50.0,9.5,236.0,9.4,1.5,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Charm Hotel Hồ Chí Minh,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1539648,5132160,70.0,1.0,1.0,,4.0,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Phú Gia 464 NVL,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Có Giường Cỡ King,Double/Large,Phòng Có Giường Cỡ King,1872000,2880000,35.0,7.0,30.0,,5.0,1,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Căn hộ Quận 1 - Famhome,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 2 Giường Đơn,Single/Twin,Phòng 2 Giường Đơn,2035000,2035000,0.0,,,,2.2,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Cupid Hotel,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3807000,4230000,10.0,8.4,117.0,,1.6,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Acorn Hotel,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi lớn,2275000,3250000,30.0,6.5,85.0,,1.1,0,0,No Deal,5,0,5,12/17/2025
Random_5A_0C_4R,Landmark 81-Premium Suite in Saigon,4.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Apartment/Studio,Căn Hộ 2 Phòng Ngủ,Double/Large,2 giường đôi cực lớn,16500000,16500000,0.0,,,,3.1,0,0,No Deal,5,0,5,12/17/2025
