Scenario,Hotel Name,Stars_Clean,District,Address,Room_Class,Room Type,Bed_Class,Bed Type,Final Price,Original Price,Discount %,Rating_Clean,Review Count,Location_Clean,Distance_KM,Free_Cancel_Bool,Breakfast_Bool,Badge_Clean,Adults,Children,Total_Guests,Check-in
Random_1A_2C_1R_Ages(1_2),Indochine Ben Thanh Hotel & Apartments,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Apartment/Studio,Căn Hộ Có Vòi Sen,Double/Large,1 giường đôi lớn,783000,1450000,46.0,8.0,1.568,9.3,0.3,0,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),EEA Central Saigon Hotel,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,910749,1301070,30.0,8.2,928.0,,0.8,1,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Ruby Star Hotel- Near Bến Thành Market,3.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng 3 Người Nhìn Ra Thành Phố,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",1050000,2100000,50.0,6.9,307.0,,1.0,1,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),The One Premium Hotel Spa,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Family/Large,Phòng Gia Đình Có Bồn Tắm,Double/Large,2 giường đôi lớn,1684800,2340000,28.0,7.3,29.0,,0.25,1,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Vilion Boutique Hotel Ben Thanh,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,780000,1200000,35.0,7.2,994.0,,0.4,1,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),INDO Serviced Apartment,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,"2 giường (1 giường sofa, 1 giường đôi lớn)",1236750,1236750,0.0,8.5,653.0,,0.7,1,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),An Thinh Central Hotel - Ben Thanh Market,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình,Double/Large,2 giường đôi,1320000,3000000,56.0,7.6,128.0,,0.8,1,0,Ưu Đãi Trong Thời Gian Có Hạn,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Oscar Saigon Hotel,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Nguyen Hue Walking Street)",Standard/Superior,Phòng Oscar Elegant 2 Giường Đơn,Single/Twin,Phòng Oscar Elegant 2 Giường Đơn,1320000,4400000,70.0,7.6,1.112,9.4,0.4,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Bến Thành Market - KAS HOTEL,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Phòng Deluxe Gia đình,Double/Large,2 giường đôi,2299500,3150000,27.0,8.5,379.0,,0.6,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Adora Hotel,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình,Double/Large,2 giường đôi lớn,3041026,9503205,68.0,7.9,920.0,9.3,0.35,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Adventure Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Có Giường Cỡ King Với Ban Công,Double/Large,Phòng Có Giường Cỡ King Với Ban Công,1584000,3599999,56.0,8.7,384.0,,0.5,0,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Vilion Central Hotel & Spa,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,990000,1320000,25.0,7.1,393.0,,0.7,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Cochin Zen Hotel,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,"Phòng Deluxe Giường Đôi, Không Có Cửa Sổ",Double/Large,"Phòng Deluxe Giường Đôi, Không Có Cửa Sổ",2820683,4209975,33.0,7.9,1.625,9.3,0.35,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Nicecy Boutique Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng 3 Người Có Bồn Tắm,Double/Large,"2 giường (1 giường đơn, 1 giường đôi)",2097600,4195200,50.0,7.6,2.156,,0.6,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Orchids Saigon Hotel,4.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Premium/Luxury,Premium Deluxe Double or Twin High Floor with City View,Double/Large,1 giường đôi hoặc 2 giường đơn,3185000,6500000,51.0,8.9,4.586,9.3,0.7,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Alagon City Hotel & Spa,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Premium/Luxury,Phòng Premium Deluxe (Không Có Tầm Nhìn),Double/Large,1 giường đôi,2545410,8211000,69.0,8.1,1.459,,0.8,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Kin Hotel Onsen Edition,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Other,Premier Double Window and Lounge Access,Double/Large,1 giường đôi lớn,2790000,5580000,50.0,9.6,20.0,9.7,0.6,0,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),60 Inn Saigon,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Studio Deluxe Giường Đôi,Double/Large,Studio Deluxe Giường Đôi,641250,712500,10.0,9.0,477.0,9.5,1.0,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Rosa Hotel & Spa,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,1593000,2700000,41.0,7.2,802.0,,0.4,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),California Saigon Hotel & Rooftop Pool,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường đơn (Không Cửa sổ),Single/Twin,Phòng Deluxe 2 Giường đơn (Không Cửa sổ),1740000,3000000,42.0,7.7,989.0,,0.35,1,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Edoya Hotel Ben Thanh,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Superior Double or Twin Room with Free Minbar,Other,Nhiều loại giường,1744628,3291750,47.0,7.8,328.0,,0.25,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Nicecy NganHa Hotel,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Galaxy 3 Người Nhìn Ra Chợ Bến Thành,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",2774475,4275000,35.1,7.6,1.656,,0.5,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Sam Royal Apartment,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Standard Queen - No Window,Double/Large,1 giường đôi lớn,1378000,2600000,47.0,7.8,96.0,,0.4,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),SAZI AMILA Nguyen Hue HOTEL - Free Banh Mi,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,Double/Large,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,1027520,1976000,48.0,6.8,94.0,,0.5,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Rosa May Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình Có Bồn Tắm,Double/Large,2 giường đôi lớn,1672000,1672000,0.0,7.9,438.0,9.3,0.35,1,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Sanouva Saigon Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Deluxe,Phòng Đôi Sanouva Deluxe,Double/Large,1 giường đôi lớn,2494531,6741977,63.0,8.7,933.0,9.6,0.45,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),S419 Love Nest,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,864193,864193,0.0,4.0,3.0,,0.7,1,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Sakura Hostel Saigon,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 4 Người,Double/Large,2 giường đôi lớn,600780,969000,38.0,7.6,295.0,,1.0,1,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),The One Premium Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Other,Phòng Gia Đình Nhìn Ra Thành Phố,Double/Large,2 giường đôi lớn,1690000,2600000,35.0,7.3,579.0,,0.35,1,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Alagon Saigon Hotel & Spa,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Presidential/Suite,Ben Thanh Serenity Suite - Daily Happy Hours,Double/Large,1 giường đôi cực lớn,3144330,10143000,69.0,8.1,1.076,,0.8,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Garden View Court Suites Ho Chi Minh City,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Presidential/Suite,Suite Superior 1 Phòng Ngủ,Double/Large,1 giường đôi lớn,2693250,5985000,55.0,8.8,2.957,9.6,0.35,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Kin Hotel Thai Van Lung,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Premier Giường Đôi Nhìn Ra Thành Phố,Double/Large,Phòng Premier Giường Đôi Nhìn Ra Thành Phố,3348000,6696000,50.0,9.0,184.0,9.5,0.6,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Son&Henry Sailing Tower,5.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Căn Hộ Deluxe 2 Phòng Ngủ Có Ban Công,Double/Large,3 giường đôi lớn,2857600,7144000,60.0,8.6,652.0,9.3,0.6,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),ALUNA Ben Thanh Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Family/Large,Phòng Gia Đình (4 Người lớn) có cửa sổ,Double/Large,2 giường đôi lớn,3217860,5363100,40.0,7.5,541.0,,0.6,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),AMY Ben Thanh Tower,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Other,Căn hộ 2 phòng ngủ nhìn ra cảnh thành phố,Double/Large,"3 giường (1 giường đôi rất lớn, 1 giường sofa, 1 giường đôi lớn)",3225000,7500000,57.0,8.6,148.0,9.5,0.8,0,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Bon Ami Hotel - Thiên Xuân Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Presidential/Suite,Suite Junior Có Ban Công,Double/Large,2 giường đôi lớn,4080682,9068182,55.0,8.0,1.893,9.4,0.25,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Paragon Saigon Hotel,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Deluxe,Phòng Deluxe 2 Giường Đơn Có Cửa Sổ,Single/Twin,Phòng Deluxe 2 Giường Đơn Có Cửa Sổ,2862000,9540000,70.0,8.0,1.129,,0.6,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),SAZI BEN THANH Hotel HCM,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1189188,2286900,48.0,7.0,349.0,,0.5,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Cochin Sang Hotel,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Viennot 2 Giường Đơn Không Có Cửa Sổ Với Minibar Miễn Phí,Single/Twin,Phòng Viennot 2 Giường Đơn Không Có Cửa Sổ Với Minibar Miễn Phí,3283335,4900500,33.0,8.4,2.06,9.3,0.5,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Tracy Ben Thanh Tower,5.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 2 Phòng Ngủ,Double/Large,"3 giường (1 giường sofa, 2 giường đôi lớn)",3870000,9000000,57.0,8.2,666.0,9.4,0.8,1,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Liberty 2 Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe,Double/Large,1 giường đôi hoặc 2 giường đơn,1230000,1500000,18.0,8.1,142.0,,0.7,1,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Ben Thanh Station Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình,Double/Large,2 giường đôi lớn,1400000,2800000,50.0,7.7,694.0,,0.7,1,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Larissa Bến Thành Hotel,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Có Ban Công (3 Người Lớn),Double/Large,Phòng Giường Đôi Có Ban Công (3 Người Lớn),1295999,1295999,0.0,8.6,111.0,9.4,0.9,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Amory Hotel Ben Thanh,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 3 Người,Double/Large,"2 giường (1 giường đơn, 1 giường đôi)",1875000,3750000,50.0,8.3,82.0,9.4,0.9,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),A25 Hotel - 75 Lê Thị Hồng Gấm,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1157100,1428518,19.0,8.2,35.0,,0.8,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Kin Hotel Thi Sach,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Presidential/Suite,Kin Suite City View,Double/Large,1 giường đôi lớn,5022000,10044000,50.0,8.7,301.0,9.3,0.6,1,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),The Rixx Saigon Central - Next to Ben Thanh Market,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Có 2 Giường Cỡ Queen,Double/Large,"3 giường (1 giường sofa, 2 giường đôi lớn)",1755000,4500000,61.0,8.5,11.0,,0.3,1,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Justay Sailing Tower,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Other,Căn hộ 2 phòng ngủ nhìn ra cảnh thành phố,Double/Large,"3 giường (1 giường đôi rất lớn, 1 giường sofa, 1 giường đôi lớn)",4085000,9500000,57.0,7.9,194.0,,0.6,1,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Nicecy Hotel Suites & Spa,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2187500,4375000,50.0,7.9,214.0,,0.9,1,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),S79 Sweet Escape,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3600000,3600000,0.0,6.2,4.0,,0.7,1,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Cherysh Serviced Apartment,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio Có Ban Công,Double/Large,"3 giường (1 giường đôi rất lớn, 2 nệm futon)",617400,882000,30.0,8.3,50.0,9.7,0.8,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Asian Ruby Center Point Hotel & Spa,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Premium/Luxury,Phòng Deluxe Premium,Double/Large,"2 giường (1 giường đơn, 1 giường đôi)",2400000,3200000,25.0,7.0,773.0,,0.6,1,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),"Lagom studio 24 - bathtub-balcony, Nguyen Du, Ben Nghe Ward, dist 1",3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi,892500,892500,0.0,8.2,39.0,9.8,0.2,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),A25 Hotel - 255 Lê Thánh Tôn,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1427910,1762852,19.0,8.0,88.0,,0.6,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Salute Saigon Hotel and Spa,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình Có Bồn Tắm,Double/Large,"2 giường (1 giường đơn, 1 giường đôi rất lớn)",3400735,12595313,73.0,9.2,756.0,9.7,0.7,1,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),A25 Hotel - 35 Mạc Thị Bưởi,1.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1477148,1823639,19.0,8.2,95.0,9.3,0.6,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),A25 Hotel - 06 Trương Định,4.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior 2 Giường Đơn,Single/Twin,Phòng Superior 2 Giường Đơn,1526387,1884428,19.0,7.5,129.0,,0.9,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),A25 Hotel - 277 Lê Thánh Tôn,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,1760269,2173171,19.0,8.2,142.0,,0.7,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),A25 Hotel - 55 Cách Mạng Tháng 8,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1661792,2051595,19.0,8.1,322.0,,0.9,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),CityHouse- El Pino Realm at Metro Ben Thanh Market,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Premium/Luxury,Ben Thanh Market Panorama Premium,Double/Large,"2 giường (1 giường sofa, 1 giường đôi lớn)",4719000,14300000,67.0,9.1,148.0,9.5,0.6,0,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),A25 Hotel - 167 Phạm Ngũ Lão,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Superior 2 Giường Đơn,Single/Twin,Phòng Superior 2 Giường Đơn,1317124,1626079,19.0,8.1,107.0,,1.0,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),B Homestay Family,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,"3 giường (1 giường sofa, 2 giường đôi lớn)",636863,636863,0.0,4.8,4.0,,0.8,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),City Overlooking Apartment - 4Stay Homestay,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 2 Phòng Ngủ,Double/Large,"3 giường (2 giường đôi, 1 giường sofa)",760000,950000,20.0,8.4,24.0,,0.7,1,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),M Hotel Saigon,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Zen Ở Góc,Double/Large,1 giường đôi cực lớn,3861728,4827160,20.0,8.6,535.0,9.4,0.4,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Lilac Cute Saigon View,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi,535500,535500,0.0,8.5,9.0,,0.7,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Halo Boutique Ben Thanh Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Presidential/Suite,Suite Gia Đình,Double/Large,"2 giường (1 giường đơn, 1 giường đôi)",2376000,3600000,34.0,7.7,151.0,,0.4,1,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Aquari Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Presidential/Suite,Aquari Suite,Double/Large,1 giường đôi cực lớn,2935500,4892500,40.0,8.5,224.0,,0.6,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),City By Night Ben Thanh Apartments,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi lớn,2200000,2200000,0.0,8.5,556.0,9.4,0.8,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Hotel Majestic Saigon,5.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Bach Dang Riverside)",Deluxe,Century Saigon River Deluxe Double,Double/Large,1 giường đôi lớn,5811214,11507355,49.5,8.9,2.998,9.5,0.8,0,1,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),A25 Hotel - 25 Trương Định,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1267886,1565291,19.0,8.6,86.0,9.5,0.6,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Rex Hotel,5.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Nguyen Hue Walking Street)",Premium/Luxury,Executive Premium King,Double/Large,1 giường đôi,6325936,11098133,43.0,8.3,1.591,9.6,0.2,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Văn An Hotel,0.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng 4 Người,Double/Large,2 giường đôi,750000,750000,0.0,5.7,10.0,,0.8,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Diamond Luxury Ben Thanh,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ Superior,Double/Large,1 giường đôi lớn,1680000,2800000,40.0,8.1,247.0,,0.8,0,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Fusion Original Saigon Centre,5.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Original Có Giường Cỡ King,Double/Large,Phòng Original Có Giường Cỡ King,5775000,8250000,30.0,9.1,2.668,9.7,0.35,1,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),SCAT Hotel- New World Bến Thành,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi có Cửa sổ,Double/Large,Phòng Superior Giường Đôi có Cửa sổ,777165,777165,0.0,6.5,392.0,,1.0,0,0,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Hải Nam Hotel (Sài Gòn),2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Superior 3 Người,Double/Large,"2 giường (1 giường đơn, 1 giường đôi)",1188000,2475000,52.0,7.6,344.0,,0.25,0,0,Ưu Đãi Cuối Năm,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),A25 Hotel - 14 Phó Đức Chính,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,1317124,1626079,19.0,8.0,41.0,,0.8,0,1,No Deal,1,2,3,12/17/2025
Random_1A_2C_1R_Ages(1_2),Anh Thien Sai Gon Central Hotel - by Bay Luxury,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng 4 Người,Double/Large,"2 giường (1 giường đôi rất lớn, 1 giường đôi lớn)",1300500,1300500,0.0,6.8,5.0,,0.1,0,0,No Deal,1,2,3,12/17/2025
