hotel_name,hotel_url,detail_url,name_detail,phone,ratingValue,reviewCount,priceRange,address,amenities,room_types
505. Minh Hoang Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12364558-Reviews-Minh_Hoang_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12364558-Reviews-Minh_Hoang_Hotel-Ho_Chi_Minh_City.html,Minh Hoang Hotel,,4.0,6,368.421 ₫ - 500.000 ₫,"Số 74, đường Bình Giã Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
506. Bandlive Backpacker Hostel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33109189-Reviews-Bandlive_Backpacker_Hostel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33109189-Reviews-Bandlive_Backpacker_Hostel-Ho_Chi_Minh_City.html,Bandlive Backpacker Hostel,,5.0,1,342.105 ₫ - 710.526 ₫,"245/13 Đường Nguyễn Trãi, Thành phố Hồ Chí Minh, 700000, Việt Nam","Cà phê hòa tan miễn phí, Dịch vụ giặt là, Dịch vụ taxi, Internet miễn phí, Nhận phòng 24 giờ, Tiếp tân 24 giờ, Trà miễn phí, Wifi",Thành phố
507. The Royal Hotel & Apartment - Phú Mỹ Hưng,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20145284-Reviews-The_Royal_Hotel_Apartment_Phu_My_Hung-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20145284-Reviews-The_Royal_Hotel_Apartment_Phu_My_Hung-Ho_Chi_Minh_City.html,The Royal Hotel & Apartment - Phú Mỹ Hưng,,5.0,1,631.579 ₫ - 1.447.368 ₫,"22-24 Nội Khu Hưng Gia 1 P Tân Phong, Q7, Thành phố Hồ Chí Minh, 72915, Việt Nam",,Thành phố
508. Attica Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3318590-Reviews-Attica_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3318590-Reviews-Attica_Hotel-Ho_Chi_Minh_City.html,Attica Hotel,,3.4,218,473.684 ₫ - 1.842.105 ₫,"82 Bùi Viện Pham Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bãi đỗ xe công cộng trả phí ở gần, Bữa sáng miễn phí, Internet tốc độ miễn phí (WiFi), Khu để hành lý, Két sắt, Nhân viên hỗ trợ tiền sảnh, Phòng không hút thuốc, Quầy bar mini, TV màn hình phẳng, Tiếp tân 24 giờ, Trung tâm thương mại có truy cập Internet, Tủ lạnh, Xe đưa đón sân bay, Điều hòa nhiệt độ",Thành phố
509. Like Hostel & Cafe,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12569573-Reviews-Like_Hostel_Cafe-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12569573-Reviews-Like_Hostel_Cafe-Ho_Chi_Minh_City.html,Like Hostel & Cafe,,4.4,53,368.421 ₫ - 500.000 ₫,"150 / 37 Nguyen Trai, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
510. Saigon Cactus Homestay,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13980296-Reviews-Saigon_Cactus_Homestay-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13980296-Reviews-Saigon_Cactus_Homestay-Ho_Chi_Minh_City.html,Saigon Cactus Homestay,,4.9,28,394.737 ₫ - 1.026.316 ₫,"393/30 Trần Hưng Đạo Phường Cau Kho, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Thành phố, bếp nhỏ"
Selectum Noa Belek,https://www.tripadvisor.com.vn/Hotel_Review-g312725-d578431-Reviews-Selectum_Noa_Belek-Belek_Serik_District_Turkish_Mediterranean_Coast.html,https://www.tripadvisor.com.vn/Hotel_Review-g312725-d578431-Reviews-Selectum_Noa_Belek-Belek_Serik_District_Turkish_Mediterranean_Coast.html,Selectum Noa Belek,,4.0,1520,6.105.263 ₫ - 38.710.528 ₫,"Kongre cd. B-blok No:22, 07506, Thổ Nhĩ Kỳ","Ban công riêng, Bãi biển, Bãi biển riêng, Bãi đỗ xe miễn phí, Bữa sáng miễn phí, Bắn cung, Bể bơi, Bồn tắm / vòi sen, Internet tốc độ miễn phí (WiFi), Ngắm cảnh biển, Ngắm cảnh núi, Ngắm cảnh thành phố, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Phòng thông nhau, TV màn hình phẳng, Trung tâm thể dục thẩm mỹ, Trông trẻ, Tủ lạnh, Điều hòa nhiệt độ, Đồ dùng nhà tắm miễn phí","Ban công, Ngắm cảnh, Suite, thành phố"
Candeo Hotels Ueno-Park,https://www.tripadvisor.com.vn/Hotel_Review-g1066461-d1833703-Reviews-Candeo_Hotels_Ueno_Park-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,https://www.tripadvisor.com.vn/Hotel_Review-g1066461-d1833703-Reviews-Candeo_Hotels_Ueno_Park-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Candeo Hotels Ueno-Park,,3.6,337,2.000.000 ₫ - 4.763.158 ₫,"1-2-13 Negishi, 110-0003, Nhật Bản","Bồn tắm nước nóng, Có phòng hút thuốc, Dịch vụ taxi, Dọn phòng, Giặt khô, Internet tốc độ miễn phí (WiFi), Khách sạn không hút thuốc, Mát xa, Nhà hàng, Phòng không hút thuốc, TV màn hình phẳng, Tiếp tân 24 giờ, Tủ lạnh, Điều hòa nhiệt độ",
Khách sạn Sa Pa Global,https://www.tripadvisor.com.vn/Hotel_Review-g311304-d1467299-Reviews-Sapa_Global_Hotel-Sapa_Lao_Cai_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g311304-d1467299-Reviews-Sapa_Global_Hotel-Sapa_Lao_Cai_Province.html,Khách sạn Sa Pa Global,,3.4,75,,"No 18 Pham Xuan Huan, Sapa, 19000, Việt Nam",,
FLC Sea Tower Quy Nhon - Tran Ocean View,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d25044880-Reviews-FLC_Sea_Tower_Quy_Nhon_Tran_Ocean_View-Quy_Nhon_Binh_Dinh_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d25044880-Reviews-FLC_Sea_Tower_Quy_Nhon_Tran_Ocean_View-Quy_Nhon_Binh_Dinh_Province.html,FLC Sea Tower Quy Nhon - Tran Ocean View,,2.8,4,263.158 ₫ - 2.105.263 ₫,"66 Võ Thị Yến Tầng 17 Tòa Nhà FLC Sea Tower Quy Nhon, 51500, Việt Nam",,"Ngắm cảnh, ban công, thành phố"
Hotel Delfino Venezia Mestre,https://www.tripadvisor.com.vn/Hotel_Review-g194822-d237898-Reviews-Hotel_Delfino_Venezia_Mestre-Mestre_Veneto.html,https://www.tripadvisor.com.vn/Hotel_Review-g194822-d237898-Reviews-Hotel_Delfino_Venezia_Mestre-Mestre_Veneto.html,Hotel Delfino Venezia Mestre,00390415321029,3.3,2387,3.342.105 ₫ - 4.789.474 ₫,"Corso del Popolo 211 - Mestre (VE), 30172, Ý","Bàn làm việc, Bãi đỗ xe, Bãi đỗ xe riêng trả phí trong khuôn viên, Bồn tắm / vòi sen, Dịch vụ giặt là, Dịch vụ phòng, Dọn phòng, Internet miễn phí, Khách sạn không hút thuốc, Khu để hành lý, Màn che ánh sáng, Phòng không hút thuốc, Quầy bar / sảnh chờ, TV màn hình phẳng, Tiếp tân 24 giờ, Tủ lạnh, Điều hòa nhiệt độ",
Huong Bien Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g1005757-d8729233-Reviews-Huong_Bien_Hotel-Phan_Rang_Thap_Cham_Ninh_Thuan_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g1005757-d8729233-Reviews-Huong_Bien_Hotel-Phan_Rang_Thap_Cham_Ninh_Thuan_Province.html,Huong Bien Hotel,,4.3,12,394.737 ₫ - 394.737 ₫,"24 An Duong Vuong, Ninh Chu 2, Khanh Hai, Ninh Hai, Phan Rang-Tháp Chàm, Việt Nam",,
Khách sạn Lantana Hội An,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d7810120-Reviews-Lantana_Boutique_Hoi_An_Hotel-Hoi_An_Quang_Nam_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d7810120-Reviews-Lantana_Boutique_Hoi_An_Hotel-Hoi_An_Quang_Nam_Province.html,Khách sạn Lantana Hội An,,4.9,3132,1.236.842 ₫ - 2.578.947 ₫,"09 Thoại Ngọc Hầu, Việt Nam",,"Hạng trung, Ngắm cảnh, sông"
Khách sạn Tuyết Vân II,https://www.tripadvisor.com.vn/Hotel_Review-g298085-d8595511-Reviews-Tuyet_Van_Hotel_II-Da_Nang.html,https://www.tripadvisor.com.vn/Hotel_Review-g298085-d8595511-Reviews-Tuyet_Van_Hotel_II-Da_Nang.html,Khách sạn Tuyết Vân II,,1.0,1,,"15 Nam Trân, Hoa Minh Ward, Lien Chieu District, 550000, Việt Nam",,bếp nhỏ
Banana and Rose Homestay,https://www.tripadvisor.com.vn/Hotel_Review-g14776299-d20888550-Reviews-Banana_and_Rose_Homestay-Ha_Long_City_H_Long_Bay_Quang_Ninh_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g14776299-d20888550-Reviews-Banana_and_Rose_Homestay-Ha_Long_City_H_Long_Bay_Quang_Ninh_Province.html,Banana and Rose Homestay,,,,,"Ngc Chau Str. Tuan Chau Island, Ha Long City, Việt Nam",,
TMS - ROSHI Apartment & Homestay TMS Quy Nhon,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d23366384-Reviews-TMS_ROSHI_Apartment_Homestay_TMS_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d23366384-Reviews-TMS_ROSHI_Apartment_Homestay_TMS_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html,TMS - ROSHI Apartment & Homestay TMS Quy Nhon,,,,315.789 ₫ - 657.895 ₫,"28 Đuong Nguyen Hue Toa nha Pullman, Việt Nam",,
Hanoi Central Backpackers Hostel,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d1961771-Reviews-Hanoi_Central_Backpackers_Hostel-Hanoi.html,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d1961771-Reviews-Hanoi_Central_Backpackers_Hostel-Hanoi.html,Hanoi Central Backpackers Hostel,,4.5,1150,368.421 ₫ - 1.210.526 ₫,"14-16 Thanh Ha Street O Quan Chuong gate, 100000, Việt Nam",,
Adachi Farmstay Bảo Lộc,https://www.tripadvisor.com.vn/Hotel_Review-g33238129-d33237937-Reviews-Adachi_Farmstay_B_o_L_c-Loc_Tan_Lam_Dong_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g33238129-d33237937-Reviews-Adachi_Farmstay_B_o_L_c-Loc_Tan_Lam_Dong_Province.html,Adachi Farmstay Bảo Lộc,,,,500.000 ₫ - 710.526 ₫,"20 Đường Số 10, Loc Tan, 670000, Việt Nam",,
Hmong Eco Villas,https://www.tripadvisor.com.vn/Hotel_Review-g19515931-d26840679-Reviews-Hmong_Eco_Villas-Su_Pan_Lao_Cai_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g19515931-d26840679-Reviews-Hmong_Eco_Villas-Su_Pan_Lao_Cai_Province.html,Hmong Eco Villas,,5.0,2,447.368 ₫ - 473.684 ₫,"Thôn Hòa Sử Pán 1, Su Pan, Việt Nam",,Hạng trung
Santorini Dalat,https://www.tripadvisor.com.vn/Hotel_Review-g293922-d17637129-Reviews-Santorini_Dalat-Da_Lat_Lam_Dong_Province.html,https://www.tripadvisor.com.vn/Hotel_Review-g293922-d17637129-Reviews-Santorini_Dalat-Da_Lat_Lam_Dong_Province.html,Santorini Dalat,,,,,"32 Tran Quang Khai, Phuong 8, Đà Lạt, Việt Nam",,
Sheraton Chongqing Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g294213-d2056140-Reviews-Sheraton_Chongqing_Hotel-Chongqing.html,https://www.tripadvisor.com.vn/Hotel_Review-g294213-d2056140-Reviews-Sheraton_Chongqing_Hotel-Chongqing.html,Sheraton Chongqing Hotel,00862362777777,4.5,407,1.684.211 ₫ - 3.710.526 ₫,"No. 78 Nan Bin Road, Nan'an District Nan'an District, Trùng Khánh, 400060, Trung Quốc",,Ngắm cảnh
511. M Village Living Le Van Sy,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26506930-Reviews-M_Village_Living_Le_Van_Sy-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26506930-Reviews-M_Village_Living_Le_Van_Sy-Ho_Chi_Minh_City.html,M Village Living Le Van Sy,,5.0,1,894.737 ₫ - 1.684.211 ₫,"359/1 Le Van Sy, Ward 13, District 3, Thành phố Hồ Chí Minh, 70000, Việt Nam","Dịch vụ giặt là, Internet tốc độ miễn phí (WiFi), Máy giặt, Phòng không hút thuốc, Tự giặt là, Wifi",Thành phố
512. Oasis Central Residence & Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33244033-Reviews-Oasis_Central_Residence_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33244033-Reviews-Oasis_Central_Residence_Hotel-Ho_Chi_Minh_City.html,Oasis Central Residence & Hotel,,5.0,1,2.578.947 ₫ - 11.026.316 ₫,"343 Phạm Ngũ Lão District 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
513. Nam Hy1 Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2462355-Reviews-Nam_Hy1_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2462355-Reviews-Nam_Hy1_Hotel-Ho_Chi_Minh_City.html,Nam Hy1 Hotel,,3.9,8,710.526 ₫ - 1.105.263 ₫,"139 Huynh Man Dat Str., Ward 7, Dist 5,, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
514. A25 Hotel - 274 Đề Thám,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d9705375-Reviews-A25_Hotel_274_D_Tham-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d9705375-Reviews-A25_Hotel_274_D_Tham-Ho_Chi_Minh_City.html,A25 Hotel - 274 Đề Thám,,3.3,27,1.184.211 ₫ - 1.500.000 ₫,"Số 274 Đề Thám, Quận 1, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bồn tắm / vòi sen, Bồn tắm nước nóng, Dịch vụ giặt là, Dịch vụ phòng, Dọn phòng, Internet tốc độ miễn phí (WiFi), Két sắt, Máy giặt, Nhận phòng / trả phòng nhanh, Tiếp tân 24 giờ, Trung tâm thương mại có truy cập Internet, Truyền hình cáp / truyền hình vệ tinh, Xe đưa đón sân bay, Áo choàng tắm, Điều hòa nhiệt độ, Ấm điện",Thành phố
515. M Village Lý Chính Thắng,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27153203-Reviews-M_Village_Ly_Chinh_Th_ng-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27153203-Reviews-M_Village_Ly_Chinh_Th_ng-Ho_Chi_Minh_City.html,M Village Lý Chính Thắng,,5.0,1,868.421 ₫ - 1.815.789 ₫,"127 Ly Chinh Thang, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
516. Ly Ly Hotel 2,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32702055-Reviews-Ly_Ly_Hotel_2-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d32702055-Reviews-Ly_Ly_Hotel_2-Ho_Chi_Minh_City.html,Ly Ly Hotel 2,,5.0,1,921.053 ₫ - 2.526.316 ₫,"344a Đường Số 1, Thành phố Hồ Chí Minh, 71908, Việt Nam",,Thành phố
517. BLESSED Hotel & Bistro,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20395843-Reviews-BLESSED_Hotel_Bistro-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20395843-Reviews-BLESSED_Hotel_Bistro-Ho_Chi_Minh_City.html,BLESSED Hotel & Bistro,,5.0,1,842.105 ₫ - 1.289.474 ₫,"46-48 Khu Phố Hưng Gia 1 Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 70000, Việt Nam",,"Ngắm cảnh, Thành phố"
518. Galaxy Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23991359-Reviews-Galaxy_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23991359-Reviews-Galaxy_Hotel-Ho_Chi_Minh_City.html,Galaxy Hotel,,5.0,1,421.053 ₫ - 815.789 ₫,"38/6 Đ. Lam Sơn, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
519. Express By M Village Dinh Cong Trang,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27160105-Reviews-Express_By_M_Village_Dinh_Cong_Trang-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d27160105-Reviews-Express_By_M_Village_Dinh_Cong_Trang-Ho_Chi_Minh_City.html,Express By M Village Dinh Cong Trang,,5.0,1,868.421 ₫ - 1.605.263 ₫,"22-24 Dinh Cong Trang Street District 1, Thành phố Hồ Chí Minh, 70000, Việt Nam","Phòng không hút thuốc, Điều hòa nhiệt độ",Thành phố
520. Home Away Minh Khai - Serviced Apartment,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26832983-Reviews-Home_Away_Minh_Khai_Serviced_Apartment-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26832983-Reviews-Home_Away_Minh_Khai_Serviced_Apartment-Ho_Chi_Minh_City.html,Home Away Minh Khai - Serviced Apartment,,5.0,1,526.316 ₫ - 921.053 ₫,"382/27 Đ. Nguyễn Thị Minh Khai Phường 5, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
521. Mother's Home,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28143493-Reviews-Mother_s_Home-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28143493-Reviews-Mother_s_Home-Ho_Chi_Minh_City.html,Mother's Home,,5.0,1,473.684 ₫ - 1.578.947 ₫,"64/6 Nguyễn Khoái, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
522. Phuong Thuy Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3357852-Reviews-Phuong_Thuy_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3357852-Reviews-Phuong_Thuy_Hotel-Ho_Chi_Minh_City.html,Phuong Thuy Hotel,,5.0,3,315.789 ₫ - 394.737 ₫,"4 Đ. Số 17 Hiệp Bình Phước, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
523. The Writeriana De Lumière,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33007005-Reviews-The_Writeriana_De_Lumiere-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33007005-Reviews-The_Writeriana_De_Lumiere-Ho_Chi_Minh_City.html,The Writeriana De Lumière,,5.0,1,973.684 ₫ - 2.026.316 ₫,"21 Nguyễn Văn Giai Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
524. Truong Giang Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d4843466-Reviews-Truong_Giang_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d4843466-Reviews-Truong_Giang_Hotel-Ho_Chi_Minh_City.html,Truong Giang Hotel,,3.9,7,342.105 ₫ - 526.316 ₫,"55-57-59 Trieu Quang Phuc street, Ward 10, District 5, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
525. SQ Thao Dien,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26730417-Reviews-SQ_Thao_Dien-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26730417-Reviews-SQ_Thao_Dien-Ho_Chi_Minh_City.html,SQ Thao Dien,,5.0,1,1.789.474 ₫ - 2.552.632 ₫,"16-18 Đường Số 65 Thu Duc, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
526. Saigon Gạo Hostel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20106423-Reviews-Saigon_G_o_Hostel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20106423-Reviews-Saigon_G_o_Hostel-Ho_Chi_Minh_City.html,Saigon Gạo Hostel,,4.5,2,421.053 ₫ - 710.526 ₫,"373/20 Pham Ngu Lao, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
527. Ehome Saigon - Gạo Hostel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28897219-Reviews-Ehome_Saigon_G_o_Hostel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28897219-Reviews-Ehome_Saigon_G_o_Hostel-Ho_Chi_Minh_City.html,Ehome Saigon - Gạo Hostel,,5.0,1,342.105 ₫ - 736.842 ₫,"373/20a Phạm Ngũ Lão, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
528. Valentine Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d5508268-Reviews-Valentine_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d5508268-Reviews-Valentine_Hotel-Ho_Chi_Minh_City.html,Valentine Hotel,,3.7,17,842.105 ₫ - 1.500.000 ₫,"93/1 Nguyễn Chí Thanh Phường 9, Thành phố Hồ Chí Minh, 70000, Việt Nam",,"Hạng trung, Thành phố"
529. Hong Vina Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d5031079-Reviews-Hong_Vina_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d5031079-Reviews-Hong_Vina_Hotel-Ho_Chi_Minh_City.html,Hong Vina Hotel,,3.6,194,789.474 ₫ - 1.736.842 ₫,"149 Calmette, Nguyen Thai Binh Ward, District 1, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bãi đỗ xe công cộng trả phí trong khuôn viên, Bữa sáng miễn phí, Dịch vụ giặt là, Dọn phòng, Internet tốc độ miễn phí (WiFi), Khu để hành lý, Nhân viên hỗ trợ tiền sảnh, Phòng không hút thuốc, Phòng cho gia đình, Phòng cách âm, Quầy bar mini, TV màn hình phẳng, Tiếp tân 24 giờ, Tiện nghi phòng VIP, Xe đưa đón sân bay, Điều hòa nhiệt độ","Phòng cách âm, Thành phố"
530. IconSphere Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33859392-Reviews-IconSphere_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33859392-Reviews-IconSphere_Hotel-Ho_Chi_Minh_City.html,IconSphere Hotel,,5.0,2,2.184.211 ₫ - 3.552.632 ₫,"39 Nam Ky Khoi Nghia,District 01, Thành phố Hồ Chí Minh, 848, Việt Nam",,Thành phố
531. Quang Guest House,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d6676681-Reviews-Quang_Guest_House-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d6676681-Reviews-Quang_Guest_House-Ho_Chi_Minh_City.html,Quang Guest House,,4.3,14,421.053 ₫ - 657.895 ₫,"40/7 Bùi Viện, phường Phạm Ngũ Lão, quận 1, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
532. Beautiful Buivien Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2218493-Reviews-Beautiful_Buivien_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2218493-Reviews-Beautiful_Buivien_Hotel-Ho_Chi_Minh_City.html,Beautiful Buivien Hotel,,4.4,1725,605.263 ₫ - 1.131.579 ₫,"40/27 Bui Vien St. Phường Phạm Ngũ Lão Quận 1, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bàn làm việc, Bãi đỗ xe công cộng miễn phí ở gần, Bảo vệ 24 giờ, Bồn tắm / vòi sen, Cà phê hòa tan miễn phí, Giặt khô, Internet tốc độ miễn phí (WiFi), Khu để hành lý, Két sắt, Máy pha cà phê / trà, Phòng không hút thuốc, Quầy bar mini, TV màn hình phẳng, Thuê ô tô, Tiếp tân 24 giờ, Điều hòa nhiệt độ, Điện thoại",Thành phố
533. The Art - G9 Homestay,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20954618-Reviews-The_Art_G9_Homestay-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20954618-Reviews-The_Art_G9_Homestay-Ho_Chi_Minh_City.html,The Art - G9 Homestay,,4.5,2,684.211 ₫ - 894.737 ₫,"212B/68, Nguyen Trai, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
534. Dlux Saigon,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d16725491-Reviews-Dlux_Saigon-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d16725491-Reviews-Dlux_Saigon-Ho_Chi_Minh_City.html,Dlux Saigon,,4.8,4,394.737 ₫ - 500.000 ₫,"371/32 Hai Bà Trưng Phường 8, Quận 3, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Hạng trung, Thành phố"
535. Fide Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13953532-Reviews-Fide_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13953532-Reviews-Fide_Hotel-Ho_Chi_Minh_City.html,Fide Hotel,,5.0,9,578.947 ₫ - 973.684 ₫,"472-474 Phạm Thái Bường Phường Tân Hưng, Thành phố Hồ Chí Minh, 756000, Việt Nam",,Thành phố
536. Kim Yen Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2038128-Reviews-Kim_Yen_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2038128-Reviews-Kim_Yen_Hotel-Ho_Chi_Minh_City.html,Kim Yen Hotel,,3.9,19,394.737 ₫ - 552.632 ₫,"126 Nguyen Trong Tuyen St 15th Ward, Phu Nhuan Dist., Thành phố Hồ Chí Minh, 70000, Việt Nam",,"Thành phố, bếp nhỏ"
