final_name,detail_url,_parse_status,ratingValue,reviewCount,price_min,price_max,price_avg,streetAddress,addressLocality,addressCountry,lat,lng,amenities
Khách sạn Đệ Nhất,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d596180-Reviews-First_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,3.7,486.0,1026316.0,1631579.0,1328947.5,"18 Hoang Viet Tân Sơn Nhất Ward,",Thành phố Hồ Chí Minh,Việt Nam,10.79594,106.6593,
Asian Ruby Hotel Apartment,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2067206-Reviews-Asian_Ruby_Hotel_Apartment-Ho_Chi_Minh_City.html,ok_jsonld,3.7,234.0,763158.0,1815789.0,1289473.5,122F - 122F1 Bui Thi Xuan,Thành phố Hồ Chí Minh,Việt Nam,10.769674,106.68822,
Khách Sạn Camila,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d10745975-Reviews-Camila_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,4.4,34.0,394737.0,763158.0,578947.5,"3 Sông Đà, P.2, Q. Tân Bình Gần Sân Bay",Thành phố Hồ Chí Minh,Việt Nam,10.80638,106.6646,
Ben Thanh Boutique Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d7621082-Reviews-Ben_Thanh_Boutique_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,4.1,432.0,947368.0,3052632.0,2000000.0,"34 55, Le Thi Hong Gam Nguyen Thai Binh Ward, District 1",Thành phố Hồ Chí Minh,Việt Nam,10.768181,106.69817,
Amaya Saigon Boutique Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d33932936-Reviews-Amaya_Saigon_Boutique_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,5.0,3.0,2210526.0,4447368.0,3328947.0,15F Le Thanh Ton street,Thành phố Hồ Chí Minh,Việt Nam,10.78094,106.70514,
Roseland Sweet Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15588889-Reviews-Roseland_Sweet_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,4.2,94.0,1605263.0,4184211.0,2894737.0,"04 Cao Ba Quat. Phuong Ben Nghe, Quan 1",Thành phố Hồ Chí Minh,Việt Nam,10.778811,106.70491,
Athena Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d7387693-Reviews-Athena_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,4.0,100.0,1157895.0,2263158.0,1710526.5,"280 To Hien Thanh Ward 15, Dist 10",Thành phố Hồ Chí Minh,Việt Nam,10.77768,106.66503,
Aiden Saigon Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15108779-Reviews-Aiden_Saigon_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,4.5,11.0,763158.0,1473684.0,1118421.0,"28-30-32-34 Đường Số 26 Phường 10, Quận 6",Thành phố Hồ Chí Minh,Việt Nam,10.79171,106.70168,
Amanaki Thao Dien Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d24971339-Reviews-Amanaki_Thao_Dien_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,5.0,9.0,2947368.0,4684211.0,3815789.5,"10 Nguyen Dang Giai Thao Dien, Thu Duc City",Thành phố Hồ Chí Minh,Việt Nam,10.801858,106.7355,
Iamsaigon,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12955537-Reviews-Iamsaigon-Ho_Chi_Minh_City.html,ok_jsonld,4.5,21.0,631579.0,1026316.0,828947.5,42/59 Hoang Hoa Tham,Thành phố Hồ Chí Minh,Việt Nam,10.808326,106.691,
Chotel Pham Ngu Lao,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13927474-Reviews-Chotel_Pham_Ngu_Lao-Ho_Chi_Minh_City.html,ok_jsonld,4.1,98.0,921053.0,1710526.0,1315789.5,"A67 Đ. Nguyễn Trãi Phường Nguyễn Cư Trinh, Quận 1",Thành phố Hồ Chí Minh,Việt Nam,10.766206,106.68788,
Kin Hotel Thi Sach,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d28112173-Reviews-Kin_Hotel_Thi_Sach-Ho_Chi_Minh_City.html,ok_jsonld,4.5,46.0,2157895.0,5210526.0,3684210.5,"11A Thi Sách Bến Nghé, Quận 1",Thành phố Hồ Chí Minh,Việt Nam,10.776835,106.70507,
Violet Star Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d11687683-Reviews-Violet_Star_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,4.3,51.0,578947.0,1131579.0,855263.0,"35/ 10 Bùi Viện, phường Phạm Ngũ Lão, quận 1",Thành phố Hồ Chí Minh,Việt Nam,10.767181,106.69389,
M Village Hai Bà Trưng,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26813749-Reviews-M_Village_Hotel_Hai_Ba_Trung-Ho_Chi_Minh_City.html,ok_jsonld,4.9,26.0,1421053.0,3263158.0,2342105.5,"180A Hai Bà Trưng Da Kao, Quận 1",Thành phố Hồ Chí Minh,Việt Nam,10.786458,106.69456,
Vilion Central Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13997061-Reviews-Vilion_Central_Hotel-Ho_Chi_Minh_City.html,ok_jsonld,3.5,23.0,473684.0,1289474.0,881579.0,41-43 Le Anh Xuan Str. Near Ben Thanh market,Thành phố Hồ Chí Minh,Việt Nam,10.77199,106.69513,
