Final Price,Max People,Area_m2,price_per_m2,m2_per_person,num_facilities,has_luxury_keyword,is_king,is_queen,is_double,is_single,is_bunk,is_sofa,has_wifi,has_ac,has_breakfast,has_tv,has_pool,has_balcony,has_parking,has_kitchen,has_fridge,room_class,lr_room_class,lr_conf,is_misaligned
0.015348737,0.428571429,0.558823529,0.00439749,0.136986301,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.3175574740895153,False
0.26826814,0.857142857,0.308823529,0.122642802,0.039138943,0.941176471,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,2,0.8769901792679663,False
0.088041258,0.571428571,0.5,0.027233397,0.095890411,0.911764706,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,4,4,0.6865612639554712,False
1.0,0.428571429,0.455882353,0.332801651,0.113013699,0.676470588,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.9998676993321404,False
0.208104324,0.142857143,0.323529412,0.091807783,0.178082192,0.529411765,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0.6172972192116303,False
0.054745467,0.285714286,0.426470588,0.019459955,0.146118721,0.794117647,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,3,3,0.6864518971778668,False
0.003846148,0.142857143,0.132352941,0.004053967,0.089041096,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,3,2,0.5391431227565511,False
0.086952356,0.142857143,0.205882353,0.054102998,0.123287671,0.558823529,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,5,0.47518086771135487,False
0.171496942,0.0,0.911764706,0.030997698,0.917808219,0.441176471,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,4,4,0.9848035667330602,False
0.097941783,0.857142857,0.529411765,0.028823057,0.068493151,0.823529412,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,4,4,0.7149402302645725,False
0.033600469,0.142857143,0.485294118,0.01076009,0.253424658,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.49381329452487416,False
0.017432561,0.142857143,0.529411765,0.005232084,0.273972603,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0.46431830551114095,False
0.041340668,0.142857143,0.205882353,0.026036021,0.123287671,0.705882353,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,4,4,0.8746474341444933,False
0.040056402,0.142857143,0.691176471,0.009336011,0.349315068,0.852941176,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,4,4,0.9501470844215942,False
0.012919139,0.285714286,0.235294118,0.007742105,0.086757991,0.029411765,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,3,0.7955622488916491,False
0.039611017,0.142857143,0.279411765,0.019916098,0.157534247,0.647058824,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.3343630354195818,False
0.269862481,0.428571429,0.161764706,0.196119979,0.044520548,0.705882353,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0.37724253822066245,False
0.046167174,0.428571429,0.426470588,0.016443601,0.106164384,0.558823529,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,4,4,0.44744427570157375,False
0.036089446,0.857142857,0.323529412,0.016201571,0.04109589,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0.8721367223168645,False
0.006256495,0.142857143,0.323529412,0.003089005,0.178082192,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3805169059718951,False
0.002341351,0.142857143,0.205882353,0.002037941,0.123287671,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,3,0.6919419030540611,False
0.02123347,0.0,0.279411765,0.010869255,0.328767123,0.735294118,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0.8501800571387227,False
0.027749248,0.428571429,0.323529412,0.012535779,0.082191781,0.529411765,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.549592893868965,False
0.017906667,0.142857143,0.102941176,0.018035673,0.075342466,0.794117647,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.7293860058004773,False
0.144687344,0.714285714,0.720588235,0.032397838,0.111872146,0.441176471,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4,4,0.7429264958258355,False
0.15563225,0.714285714,0.352941176,0.064141187,0.054794521,0.794117647,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.6220786471356377,False
0.013099784,0.142857143,0.352941176,0.005669982,0.191780822,0.0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,3,4,0.47475635120081394,False
0.011593603,0.571428571,0.705882353,0.002670609,0.134246575,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,2,4,0.8425167320922168,False
0.181781458,0.857142857,0.323529412,0.080238015,0.04109589,0.470588235,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,1,0.6120346257441633,False
0.103182229,0.428571429,0.411764706,0.037573888,0.102739726,0.764705882,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0.4050167230381439,False
0.041331198,0.142857143,0.279411765,0.020762904,0.157534247,0.558823529,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.34576045973074493,False
0.005268786,0.142857143,0.426470588,0.002062648,0.226027397,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3,3,0.5807002975557426,False
0.057265569,0.142857143,0.176470588,0.039851082,0.109589041,0.794117647,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.569098543708616,False
0.007009689,0.142857143,0.382352941,0.002954269,0.205479452,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3257030216349439,False
0.027855873,0.0,0.235294118,0.016097798,0.287671233,0.470588235,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,4,0.3612331734487519,False
0.030657908,0.142857143,0.205882353,0.019462425,0.123287671,0.794117647,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0.41723674093479524,False
0.034491248,0.142857143,0.279411765,0.017395754,0.157534247,0.794117647,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0.3338484675467082,False
0.108148456,0.857142857,0.647058824,0.026674622,0.084148728,0.529411765,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,4,4,0.8329187474378863,False
0.008926999,0.142857143,0.647058824,0.002252404,0.328767123,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,4,4,0.8658208060621344,False
0.128907794,0.142857143,0.308823529,0.059120687,0.171232877,0.470588235,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,1,0.3659062608225404,False
0.171983934,0.142857143,0.661764706,0.041549866,0.335616438,0.470588235,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0.6507830754339354,False
0.107375302,0.142857143,0.264705882,0.055507441,0.150684932,0.352941176,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0.9989841262825825,False
0.048738093,0.142857143,0.308823529,0.022578377,0.171232877,0.852941176,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,4,0.4444377422770445,False
0.015858578,0.142857143,0.352941176,0.006801724,0.191780822,0.0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0.4191570815646778,False
0.00214949,0.142857143,0.235294118,0.001717503,0.136986301,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,3,0.6667281083185763,False
0.006202798,0.142857143,0.176470588,0.004938548,0.109589041,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,3,0.7711333163568413,False
0.110276481,0.714285714,0.352941176,0.045534855,0.054794521,0.5,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,4,4,0.4771681211609955,False
0.012630667,0.428571429,0.147058824,0.010538354,0.04109589,0.911764706,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,5,0,0.5185273004455987,False
0.106403472,0.857142857,0.338235294,0.045471968,0.043052838,0.735294118,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,2,0.5147303178355719,False
0.084927885,0.571428571,0.117647059,0.075641607,0.024657534,0.529411765,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0.8745237506051765,False
0.026201894,0.142857143,0.279411765,0.013315096,0.157534247,0.529411765,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,4,4,0.4385296850484748,False
0.137076877,0.714285714,0.147058824,0.106260228,0.02283105,0.5,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.6826108142390099,False
0.511888911,0.142857143,0.411764706,0.185512766,0.219178082,0.588235294,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.9859713713192486,False
0.067804336,0.285714286,0.161764706,0.049842678,0.063926941,0.470588235,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0.8113685892380897,False
0.014492118,0.142857143,0.279411765,0.007550644,0.157534247,0.764705882,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.5053415748961892,False
0.082821481,0.571428571,0.044117647,0.114954492,0.010958904,0.323529412,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,5,0.9320848407052377,False
0.953128114,0.714285714,0.25,0.510482607,0.038812785,0.735294118,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0.9914607018347616,False
0.003720748,0.714285714,0.220588235,0.0027347,0.034246575,0.323529412,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,5,0.7543946999662479,False
0.01943906,0.142857143,0.529411765,0.005820033,0.273972603,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0.4558537092198065,False
0.710586291,0.571428571,0.367647059,0.282377621,0.071232877,0.764705882,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0.989399781647681,False
0.608867944,0.428571429,0.323529412,0.267956611,0.082191781,0.441176471,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.9964599926138127,False
0.074160347,0.571428571,0.411764706,0.027068885,0.079452055,0.823529412,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0.5165799117710862,False
0.132688925,0.571428571,0.132352941,0.109764513,0.02739726,0.558823529,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0.6508277566935762,False
0.137353034,0.428571429,0.176470588,0.09460832,0.047945205,0.529411765,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5,0.42582974243094096,False
0.028800695,0.285714286,0.426470588,0.010337088,0.146118721,0.588235294,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,3,3,0.9294628415768487,False
0.021490755,0.285714286,0.426470588,0.007766721,0.146118721,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0.39411874680182735,False
0.013436011,1.0,0.588235294,0.003681245,0.065068493,0.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,5,1,0.37245472845390065,False
0.004865501,0.142857143,0.161764706,0.004278947,0.102739726,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,2,0.33828070341916666,False
0.07001483,0.571428571,0.132352941,0.058342828,0.02739726,0.529411765,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0.8936676767860771,False
0.327334536,0.571428571,0.382352941,0.126148437,0.073972603,0.764705882,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0.7080799923389685,False
0.010760049,0.571428571,0.264705882,0.005964253,0.052054795,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,0.45624654630292777,False
0.068573114,0.571428571,0.470588235,0.022377775,0.090410959,0.764705882,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,2,3,0.36822161179587376,False
0.061856618,0.0,0.132352941,0.051649328,0.191780822,0.5,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,5,0.7019519687181117,False
0.083284716,0.571428571,0.176470588,0.05764084,0.035616438,0.441176471,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,3,0.8837756778661056,False
0.066823537,0.0,0.279411765,0.033312194,0.328767123,0.823529412,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0.4942707406578485,False
0.085014281,0.714285714,1.0,0.014076627,0.155251142,0.735294118,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,4,4,0.9413336707278707,False
0.030962759,0.428571429,0.147058824,0.024639082,0.04109589,0.470588235,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,3,3,0.47636154242487844,False
0.090566497,0.428571429,0.352941176,0.037449212,0.089041096,0.823529412,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0.4167311528050114,False
0.086744019,0.428571429,0.279411765,0.043118588,0.071917808,0.735294118,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.38939963143382944,False
